"userid","age","gender","relation_status","hometown","living","perference","total_action","sign_up","last_login","total_visits","total_posts","total_time_spend","total_new_friends","totalfriends"
296,30,0,1,3,3,3,94,"2013-05-07","2013-10-05",6,7,4.28066236758358,2,54
297,10,0,1,4,4,4,59,"2013-04-06","2013-10-04",4,0,3.61960525501574,3,61
298,12,0,2,1,2,3,37,"2013-05-09","2013-10-07",4,8,3.30934182479926,1,53
299,38,0,4,6,6,6,54,"2013-04-09","2013-10-07",5,5,0.306549240112975,1,55
300,24,0,2,4,5,4,169,"2013-04-09","2013-10-07",7,8,13.807149432322,3,60
301,25,0,2,3,3,3,256,"2013-02-08","2013-10-07",13,26,8.82104630839873,6,75
302,36,1,4,6,6,4,248,"2013-04-09","2013-10-07",10,18,12.977178723972,8,62
303,13,1,1,1,2,1,36,"2013-02-08","2013-10-07",3,2,6.7490196742804,0,76
304,28,0,4,4,4,6,162,"2013-05-09","2013-10-07",9,12,8.1923639897423,3,47
305,48,0,4,2,2,6,107,"2013-05-09","2013-10-07",6,6,5.87895490909518,0,53
306,23,0,1,1,1,3,25,"2013-04-08","2013-10-06",2,2,2.57621320067216,1,65
307,13,1,2,1,1,2,109,"2013-05-09","2013-10-07",8,12,4.65280470821722,3,53
308,20,1,4,4,4,3,36,"2013-02-07","2013-10-06",3,7,1.95339005305577,0,83
309,26,1,1,2,2,1,76,"2013-04-07","2013-10-05",5,7,4.34399151493896,5,55
310,15,1,4,1,2,3,62,"2013-01-09","2013-10-07",6,7,2.75309725966641,3,91
311,31,1,4,2,2,1,122,"2013-03-10","2013-10-07",6,1,7.64149571888523,3,67
312,19,0,2,4,4,5,362,"2011-04-20","2013-10-07",16,22,10.3648883693704,3,302
313,44,1,4,3,3,1,94,"2013-04-09","2013-10-07",7,6,5.2902969508862,3,60
314,18,1,2,5,5,6,481,"2012-12-09","2013-10-06",15,12,24.3593885556704,3,99
315,21,0,1,6,6,4,349,"2012-06-13","2013-10-07",18,21,9.09126749711585,5,162
316,21,1,2,1,1,1,84,"2013-04-09","2013-10-07",5,8,4.27263116513878,1,64
317,22,1,2,3,3,3,600,"2012-11-10","2013-10-07",19,26,19.5132793046573,8,108
318,23,1,1,1,2,1,135,"2013-03-06","2013-10-03",9,7,5.7694922979112,2,66
319,24,1,4,1,1,1,122,"2013-03-10","2013-10-07",9,4,3.06282856491836,4,69
320,28,0,3,3,4,3,40,"2013-04-07","2013-10-05",3,6,1.79292740057082,1,55
321,20,0,4,1,1,3,216,"2012-03-13","2013-10-05",16,16,4.20998104312086,3,189
322,25,0,2,6,1,1,323,"2013-03-10","2013-10-07",14,11,11.8742210625087,9,74
323,40,0,1,6,6,2,66,"2013-04-09","2013-10-07",4,5,3.53879228405351,2,64
324,22,0,2,1,1,3,231,"2013-03-10","2013-10-07",13,11,5.0229801746493,10,70
325,27,0,2,5,5,1,266,"2013-02-08","2013-10-07",16,12,8.08089088788692,6,78
326,12,1,1,1,1,1,174,"2013-05-08","2013-10-06",7,10,11.1197507388255,3,53
327,28,1,1,4,4,5,82,"2013-03-10","2013-10-07",5,8,8.08887367145976,2,70
328,19,0,1,5,5,6,184,"2013-01-09","2013-10-07",12,7,4.82915935879725,4,89
329,50,0,4,4,5,5,241,"2013-05-08","2013-10-06",13,15,5.7413402344945,5,50
330,14,1,4,6,1,6,105,"2013-04-08","2013-10-06",10,9,3.82857342087372,4,64
331,17,0,1,6,1,5,249,"2013-01-07","2013-10-05",11,7,9.54739497772963,5,89
332,21,1,1,6,1,5,206,"2011-08-17","2013-10-06",17,14,3.05244003810341,4,260
333,18,0,4,5,5,3,258,"2012-12-10","2013-10-07",23,25,4.87826329148664,6,95
334,25,1,1,1,1,3,0,"2012-10-17","2013-03-17",0,0,0,0,53
335,19,1,1,3,3,3,102,"2013-03-10","2013-10-07",6,7,8.20314229131651,3,67
336,13,0,1,3,3,2,117,"2013-05-09","2013-10-07",6,5,10.3607119051661,5,49
337,13,1,1,5,5,6,166,"2013-04-08","2013-10-06",6,3,9.11668102915756,5,60
338,20,0,4,4,5,6,183,"2009-11-26","2013-10-07",14,14,8.4032750921264,2,468
339,21,0,2,5,5,5,248,"2009-11-26","2013-10-07",10,8,17.2655831314892,2,473
340,20,0,2,2,2,4,399,"2010-09-22","2013-10-07",22,24,6.21684201815626,6,371
341,23,0,4,6,6,1,310,"2013-03-10","2013-10-07",10,10,15.4476844184821,7,67
342,25,1,2,4,4,6,162,"2013-03-10","2013-10-07",9,8,6.35631776884959,4,73
343,13,0,4,4,4,6,107,"2013-02-07","2013-10-06",8,8,6.99814538317781,4,76
344,27,1,4,5,5,6,400,"2013-04-09","2013-10-07",17,15,12.2301250427139,5,65
345,41,0,4,5,5,6,39,"2013-04-08","2013-10-06",4,7,1.3640658316119,1,64
346,19,0,1,1,1,2,444,"2010-04-25","2013-10-07",23,35,15.2272791586415,2,415
347,12,0,1,6,6,4,218,"2013-03-09","2013-10-06",12,9,11.3651375985708,3,74
348,20,0,1,6,6,3,425,"2012-10-11","2013-10-07",20,22,12.9466050368347,2,121
349,37,0,1,6,1,3,117,"2013-05-09","2013-10-07",6,11,9.96051108131681,2,54
350,22,1,1,3,3,2,276,"2011-03-20","2013-10-06",12,7,15.2361770482455,4,313
351,22,0,2,3,3,2,416,"2010-09-22","2013-10-07",14,7,25.8407679724099,2,368
352,6,1,1,4,4,6,405,"2013-03-10","2013-10-07",18,37,9.80597402124933,8,69
353,25,0,3,5,5,6,106,"2013-03-08","2013-10-05",5,6,5.01929591243773,5,71
354,16,0,2,1,1,2,185,"2013-03-10","2013-10-07",8,6,10.0661516601167,4,73
355,15,1,1,6,6,4,205,"2010-06-24","2013-10-07",11,4,6.81679897541407,7,399
356,21,0,2,2,2,1,277,"2012-07-13","2013-10-07",12,9,10.6570766242687,6,150
357,15,0,1,3,3,3,270,"2013-03-08","2013-10-05",12,10,11.9680614339969,5,72
358,36,1,1,5,5,5,92,"2013-04-09","2013-10-07",9,12,6.00280521086537,3,65
359,19,0,2,1,1,3,464,"2010-11-21","2013-10-07",17,18,19.5794754481552,4,354
360,14,1,1,2,2,3,85,"2013-04-06","2013-10-04",9,4,3.24239826528688,2,59
361,18,1,2,3,3,3,332,"2012-09-11","2013-10-07",15,8,12.4881531875898,5,131
362,23,1,1,2,3,3,257,"2013-03-10","2013-10-07",11,6,15.3114992991759,4,73
363,21,1,2,2,2,5,247,"2012-11-09","2013-10-06",15,10,7.35651034385926,5,107
364,18,0,1,4,4,3,30,"2012-12-07","2013-10-04",2,0,7.94775515390638,1,103
365,28,0,1,1,2,3,142,"2013-03-09","2013-10-06",9,10,8.54324713546728,3,68
366,19,1,1,4,5,5,272,"2012-03-15","2013-10-07",13,11,13.6106279057067,6,189
367,21,1,1,2,3,2,167,"2013-03-10","2013-10-07",13,8,3.39796181544615,2,67
368,19,1,1,2,2,1,161,"2012-09-10","2013-10-06",13,14,6.61993579501326,3,134
369,46,1,4,6,6,4,132,"2013-04-09","2013-10-07",9,16,6.94591538240083,5,60
370,15,0,2,4,4,4,454,"2013-02-08","2013-10-07",15,16,17.246788618742,5,78
371,29,1,1,1,2,1,269,"2013-03-09","2013-10-06",10,11,11.5974741494115,8,72
372,26,1,1,6,6,3,48,"2013-04-09","2013-10-07",5,5,5.60582950770905,1,62
373,14,1,1,5,5,5,232,"2013-04-09","2013-10-07",10,1,6.47063887375815,9,59
374,23,1,4,5,5,4,54,"2013-02-08","2013-10-07",3,3,7.93382424114656,1,75
375,28,0,2,4,4,1,189,"2013-03-10","2013-10-07",11,7,5.27900034577483,5,73
376,19,1,1,1,1,4,241,"2012-12-10","2013-10-07",14,15,11.0203111904633,0,104
377,17,1,2,6,1,6,433,"2013-05-09","2013-10-07",20,26,8.84946543338383,9,47
378,30,0,4,3,3,3,237,"2011-11-16","2013-10-07",8,10,13.9589643261774,8,227
379,24,1,1,2,2,6,315,"2013-03-10","2013-10-07",13,5,13.9961886244291,6,74
380,16,0,1,2,2,1,242,"2011-06-19","2013-10-07",9,14,14.577215307277,5,285
381,15,0,4,2,2,4,33,"2013-03-08","2013-10-05",4,4,0.826831127823223,2,70
382,36,1,1,3,3,3,223,"2013-04-09","2013-10-07",8,7,16.4050085324817,3,65
383,23,1,2,4,5,5,155,"2013-04-09","2013-10-07",9,8,10.1619151600932,4,62
384,22,0,2,3,3,1,183,"2013-02-08","2013-10-07",11,15,4.95469202352376,4,78
385,20,0,4,4,5,3,333,"2010-02-24","2013-10-07",14,12,13.5566047725032,1,443
386,15,1,1,5,5,5,313,"2013-02-08","2013-10-07",11,15,16.1636259026332,6,80
387,20,1,1,4,4,2,98,"2011-09-15","2013-10-05",9,6,4.46888841331967,0,252
388,16,0,4,2,3,2,82,"2013-01-09","2013-10-07",11,11,3.24606657689427,2,90
389,39,0,4,6,6,4,60,"2013-03-04","2013-10-01",3,4,9.04532952286714,1,70
390,29,0,2,1,2,1,194,"2013-04-09","2013-10-07",9,6,12.0217346151752,8,60
391,12,0,1,2,2,3,96,"2013-05-08","2013-10-06",7,14,6.05528878718857,4,54
392,22,0,4,4,4,6,138,"2013-03-10","2013-10-07",7,1,9.64255537194023,2,72
393,8,0,1,4,5,4,80,"2013-04-05","2013-10-03",3,2,5.03389910023747,2,65
394,8,1,1,1,1,2,193,"2013-03-10","2013-10-07",10,14,9.68276664019259,4,69
395,14,1,4,4,4,4,115,"2013-04-08","2013-10-06",9,9,3.55497093325474,5,61
396,23,1,2,1,1,1,43,"2013-02-08","2013-10-07",4,7,5.17223340489293,1,83
397,22,1,2,2,3,1,197,"2013-04-09","2013-10-07",9,3,16.5720062750222,1,62
398,15,0,1,6,6,6,163,"2013-04-09","2013-10-07",10,15,7.93343713974327,3,64
399,17,1,1,1,1,3,54,"2013-03-09","2013-10-06",4,3,5.09047535487849,3,69
400,13,0,4,2,2,2,151,"2013-03-08","2013-10-05",12,20,4.20642499290759,4,69
401,25,0,2,4,5,6,383,"2013-03-10","2013-10-07",13,19,12.3946179261243,9,66
402,23,1,4,1,2,2,94,"2013-03-08","2013-10-05",6,5,5.62877513772018,2,66
403,17,0,4,6,1,5,225,"2013-03-10","2013-10-07",11,10,12.2959475936435,3,67
404,27,1,1,2,2,3,298,"2013-03-10","2013-10-07",13,9,16.4418019807002,3,67
405,10,1,4,1,1,1,226,"2013-04-09","2013-10-07",11,8,15.0040918470058,2,65
406,15,1,1,4,4,5,161,"2013-04-07","2013-10-05",6,9,13.6269898252729,5,57
407,21,0,4,3,3,1,179,"2012-02-13","2013-10-06",13,10,7.41522147224074,1,199
408,24,0,4,6,6,6,153,"2013-03-10","2013-10-07",7,9,5.77426960673254,7,73
409,28,1,4,4,5,5,215,"2012-07-13","2013-10-07",11,7,8.47616921941547,6,147
410,45,1,4,2,2,1,238,"2013-04-09","2013-10-07",14,14,10.6778165209987,6,60
411,13,1,1,6,6,4,216,"2013-04-09","2013-10-07",11,22,9.04104977707265,6,63
412,17,1,2,1,1,1,55,"2012-04-14","2013-10-07",3,2,5.65877507845481,5,181
413,36,1,4,5,5,5,140,"2013-04-09","2013-10-07",6,4,7.52311384925291,8,60
414,30,1,2,2,2,2,65,"2013-03-10","2013-10-07",4,3,6.6702897326781,3,71
415,42,0,1,4,4,6,122,"2013-03-10","2013-10-07",9,8,4.97585776245981,1,67
416,16,1,1,2,2,5,148,"2013-04-09","2013-10-07",10,11,9.24656709369267,2,57
417,18,0,1,5,5,5,340,"2013-03-10","2013-10-07",23,22,8.45546208998542,3,66
418,18,0,1,3,3,2,245,"2012-12-10","2013-10-07",13,10,9.89958754552206,3,99
419,23,0,1,3,3,3,74,"2013-02-08","2013-10-07",5,1,5.75948826954287,2,75
420,20,0,1,3,4,1,418,"2010-04-24","2013-10-06",23,21,6.99054891399595,7,425
421,14,1,2,2,3,6,67,"2013-04-09","2013-10-07",5,5,3.47725822613495,3,65
422,24,0,2,2,2,3,256,"2013-04-09","2013-10-07",11,6,14.2164700555661,4,64
423,19,1,2,6,1,1,256,"2009-10-27","2013-10-07",18,19,8.65536116538608,1,478
424,21,1,2,5,5,2,352,"2012-06-13","2013-10-07",20,18,10.3647097710459,5,156
425,23,0,4,4,4,3,42,"2012-12-09","2013-10-06",4,4,0.680020713141195,0,97
426,11,0,4,2,2,2,204,"2013-04-09","2013-10-07",12,12,6.05861646619992,8,58
427,21,1,1,2,2,5,22,"2013-03-10","2013-10-07",1,1,1.54768922994157,3,71
428,20,1,2,6,6,6,173,"2012-10-11","2013-10-07",19,18,2.15290313755924,4,125
429,17,1,1,5,6,4,212,"2013-04-09","2013-10-07",9,6,7.86144947320659,1,58
430,23,1,4,6,6,6,267,"2013-02-08","2013-10-07",11,23,16.1569281809597,7,78
431,18,1,1,2,2,1,117,"2013-03-09","2013-10-06",6,8,1.52858728383723,4,70
432,20,1,2,5,6,5,126,"2011-12-16","2013-10-07",12,11,3.12359912752068,3,218
433,39,1,4,6,6,3,159,"2013-04-09","2013-10-07",6,6,17.8064581388215,2,63
434,25,1,3,2,2,2,140,"2013-04-08","2013-10-06",16,10,3.1605923004021,2,63
435,18,1,1,6,6,2,841,"2013-03-10","2013-10-07",21,17,29.418363232823,4,73
436,21,1,2,1,2,2,152,"2013-04-09","2013-10-07",7,5,5.68153527279043,2,65
437,20,0,1,3,4,3,308,"2012-03-14","2013-10-06",17,24,7.70156591728092,7,192
438,20,1,2,4,4,6,491,"2011-01-20","2013-10-07",21,23,16.8960118513016,4,328
439,27,1,1,6,6,4,51,"2013-03-08","2013-10-05",5,2,0.878433237087115,1,70
440,27,1,2,4,5,5,185,"2013-05-08","2013-10-06",13,18,4.98272553254449,4,49
441,22,0,2,4,5,6,286,"2010-03-26","2013-10-07",11,14,15.4628637565125,5,432
442,19,0,2,2,2,1,169,"2010-09-20","2013-10-05",12,16,4.60192303427964,1,366
443,26,1,2,3,3,2,58,"2013-02-06","2013-10-05",3,2,0.60927320762608,1,75
444,27,1,4,4,4,6,120,"2013-03-09","2013-10-06",9,5,9.9071872982693,2,67
445,26,1,1,5,5,5,79,"2013-04-08","2013-10-06",5,2,6.68769251055747,2,60
446,17,0,2,5,5,1,286,"2013-03-10","2013-10-07",10,16,12.7409789484937,7,68
447,22,1,2,2,2,3,58,"2013-04-07","2013-10-05",5,3,5.35914314650892,2,65
448,11,1,1,5,5,3,130,"2012-10-10","2013-10-06",8,8,8.43488676596815,2,116
449,28,0,3,4,4,3,158,"2013-04-08","2013-10-06",13,24,5.65192643041458,5,62
450,24,0,2,1,1,2,88,"2013-05-08","2013-10-06",7,6,3.78785633721086,3,51
451,19,1,1,5,6,2,115,"2011-07-19","2013-10-07",13,8,4.38216579268681,2,271
452,16,0,1,1,2,5,114,"2013-03-09","2013-10-06",8,7,9.25559082191502,4,67
453,32,0,4,5,6,5,122,"2013-04-09","2013-10-07",12,12,9.43989322460124,0,64
454,26,1,2,4,4,4,365,"2013-04-09","2013-10-07",10,8,26.3367729681741,5,60
455,26,0,3,6,6,6,166,"2013-04-09","2013-10-07",7,11,12.7050301007369,4,63
456,20,1,1,1,2,4,395,"2013-03-10","2013-10-07",22,14,10.3326286790385,3,68
457,19,0,2,3,3,3,228,"2013-04-09","2013-10-07",16,15,5.19640674670358,6,65
458,21,0,2,3,3,3,46,"2013-02-07","2013-10-06",5,7,3.10626475179295,3,81
459,47,1,1,5,5,5,47,"2013-04-09","2013-10-07",4,4,1.81023435318465,2,64
460,28,1,2,2,2,3,138,"2013-02-08","2013-10-07",7,11,2.56400181492886,4,81
461,35,0,1,5,5,4,80,"2013-04-09","2013-10-07",9,8,3.67917171853523,3,61
462,22,1,2,2,2,1,232,"2012-11-10","2013-10-07",12,17,10.4059226884282,6,108
463,23,0,2,6,6,6,137,"2013-03-09","2013-10-06",6,4,11.533266355425,3,71
464,32,1,4,6,6,6,4355,"2013-10-02","2013-10-07",35,35,20.0944960880163,99,51
465,19,1,1,1,2,3,126,"2013-02-08","2013-10-07",13,6,3.11924760233826,2,81
466,24,1,4,4,4,5,74,"2013-03-08","2013-10-05",8,4,1.96873839689241,1,67
467,30,1,3,2,3,2,411,"2013-03-10","2013-10-07",16,25,12.5837559743114,7,74
468,24,0,1,4,5,6,56,"2013-03-10","2013-10-07",3,4,0.333222940306499,2,69
469,22,1,2,2,2,5,167,"2011-11-16","2013-10-07",10,11,8.20404875198347,5,234
470,15,0,1,4,4,5,39,"2013-04-09","2013-10-07",5,4,1.04234902699123,0,58
471,27,0,3,4,4,5,187,"2013-05-09","2013-10-07",11,12,5.43653335464988,6,53
472,12,0,1,2,2,1,435,"2013-05-09","2013-10-07",15,19,22.2001083715708,2,50
473,15,0,4,5,5,2,78,"2013-04-09","2013-10-07",6,8,3.90583330133813,2,63
474,26,1,4,1,2,2,181,"2013-03-10","2013-10-07",11,8,8.65912120201537,6,68
475,21,1,2,5,6,5,161,"2009-10-27","2013-10-07",6,3,19.3815095631374,2,479
476,14,0,4,4,4,6,66,"2013-04-08","2013-10-06",3,5,8.49331040276005,2,62
477,20,1,4,4,4,5,238,"2013-02-08","2013-10-07",9,5,18.7247549227284,3,80
478,16,1,1,3,3,5,229,"2013-03-09","2013-10-06",10,10,12.4955249571853,5,68
479,14,1,4,2,2,1,512,"2013-04-09","2013-10-07",18,17,16.2306089978672,9,58
480,25,1,2,5,5,6,151,"2013-03-10","2013-10-07",9,9,9.30538521806397,2,69
481,15,0,2,1,2,1,229,"2013-03-09","2013-10-06",9,22,10.3692217386715,7,70
482,23,0,1,6,6,4,234,"2013-04-09","2013-10-07",7,14,20.8366295937199,5,56
483,12,0,1,4,4,6,89,"2013-04-08","2013-10-06",5,2,5.19264669231028,2,59
484,28,1,4,2,2,6,103,"2013-05-09","2013-10-07",11,6,2.70113226681655,0,53
485,21,1,1,6,6,6,331,"2012-08-12","2013-10-07",16,20,11.9433145414465,7,144
486,18,1,1,1,1,1,452,"2013-02-08","2013-10-07",13,15,21.8644793938357,6,79
487,22,1,2,4,4,4,218,"2013-04-09","2013-10-07",16,13,8.57140051536899,2,60
488,24,1,2,3,3,3,103,"2013-01-08","2013-10-06",11,14,2.72289490128398,4,86
489,15,1,1,2,2,2,155,"2013-03-10","2013-10-07",7,6,11.1207235429434,2,73
490,45,0,4,4,4,6,347,"2013-04-09","2013-10-07",13,11,14.4847191466488,9,57
491,13,0,1,6,6,5,459,"2013-04-09","2013-10-07",17,8,19.6933342140703,3,58
492,38,1,4,2,3,1,64,"2013-03-09","2013-10-06",5,1,4.09108806703016,5,68
493,20,0,1,2,2,2,126,"2012-05-14","2013-10-07",13,16,2.70861181356696,4,167
494,14,1,2,1,1,1,142,"2013-05-09","2013-10-07",8,9,4.06681103828059,3,53
495,21,1,4,2,3,1,519,"2012-09-11","2013-10-07",18,14,17.7841258318377,6,126
496,24,0,4,5,5,5,181,"2013-03-10","2013-10-07",12,17,2.71779257570893,7,73
497,29,1,2,2,2,3,63,"2013-04-07","2013-10-05",3,7,3.22469376664006,4,56
498,20,0,2,3,4,5,203,"2010-12-21","2013-10-07",11,18,12.217364305927,4,341
499,23,0,1,3,3,3,428,"2013-02-08","2013-10-07",13,15,19.8171936798005,5,84
500,26,1,1,1,1,3,201,"2013-02-08","2013-10-07",13,7,9.26036544605653,4,81
501,25,1,2,5,6,5,305,"2013-04-08","2013-10-06",13,5,9.17240855778608,4,59
502,15,0,1,4,5,5,228,"2013-01-09","2013-10-07",11,12,12.086413302903,5,87
503,20,0,4,3,3,3,121,"2010-06-24","2013-10-07",9,6,5.27323593882948,3,398
504,28,0,4,4,5,5,119,"2013-03-10","2013-10-07",7,7,8.37408074543717,2,67
505,22,0,1,2,2,3,399,"2013-03-10","2013-10-07",20,14,12.924933638484,5,68
506,34,0,4,4,4,4,74,"2013-02-07","2013-10-06",6,3,3.20631100945348,2,79
507,16,1,1,6,6,5,57,"2013-04-08","2013-10-06",4,2,6.05817051622889,3,61
508,27,0,2,3,4,5,33,"2013-03-06","2013-10-03",4,4,3.90918939874755,1,67
509,25,1,2,6,6,6,186,"2013-04-09","2013-10-07",10,16,6.84780562922621,3,55
510,20,1,4,1,1,2,84,"2013-03-10","2013-10-07",12,13,4.48066160865022,0,66
511,12,0,2,5,6,5,270,"2013-04-09","2013-10-07",13,16,5.32760723320011,10,59
512,13,1,2,3,4,1,48,"2013-03-06","2013-10-03",3,5,5.69229403433099,1,70
513,16,1,1,5,5,3,168,"2013-03-10","2013-10-07",8,8,10.4210821183848,2,71
514,23,0,1,2,2,3,51,"2013-03-08","2013-10-05",4,5,6.65585034749248,0,69
515,24,0,2,6,6,4,184,"2011-02-19","2013-10-07",7,2,10.6699274013042,5,323
516,15,0,1,1,1,5,91,"2012-03-11","2013-10-03",6,3,3.46979888409044,2,188
517,22,0,4,6,6,5,181,"2012-12-10","2013-10-07",7,8,18.7980899737755,3,102
518,14,1,1,2,2,1,233,"2013-04-09","2013-10-07",14,15,9.28104575510051,4,58
519,25,0,1,3,3,3,111,"2013-04-08","2013-10-06",7,1,7.45450505242045,1,61
520,41,0,4,1,1,2,214,"2013-04-09","2013-10-07",12,5,6.20575015018832,5,58
521,19,0,1,4,4,3,354,"2011-10-17","2013-10-07",18,14,12.3538078159108,4,241
522,18,1,2,5,5,6,170,"2013-02-08","2013-10-07",9,12,10.8606702046791,1,84
523,19,0,1,1,1,1,68,"2012-06-12","2013-10-06",6,9,3.65200717907921,1,155
524,47,0,1,4,4,4,293,"2013-04-09","2013-10-07",15,9,8.63393492029195,8,59
525,23,1,4,2,3,1,73,"2013-04-09","2013-10-07",3,6,6.92132244061809,2,59
526,20,1,2,3,4,1,204,"2011-03-20","2013-10-06",8,11,12.4639703287601,4,307
527,19,0,4,3,4,3,178,"2012-08-12","2013-10-07",11,12,5.07281824312204,2,135
528,25,0,2,3,3,3,172,"2013-04-09","2013-10-07",9,11,9.82485226719113,5,59
529,16,0,1,1,1,3,153,"2013-03-10","2013-10-07",7,10,5.29164697489363,10,68
530,23,0,2,1,2,3,62,"2013-06-08","2013-10-07",3,4,7.61348329878241,6,41
531,25,1,4,2,2,3,44,"2013-03-10","2013-10-07",3,3,2.86876426969656,1,71
532,18,1,1,2,2,3,375,"2013-04-09","2013-10-07",20,19,6.9818503753934,7,64
533,17,0,1,3,4,2,436,"2013-02-07","2013-10-06",13,11,22.2352349664046,4,77
534,27,1,3,4,4,5,63,"2013-04-08","2013-10-06",4,8,6.7716617410143,0,63
535,30,0,4,1,2,5,166,"2013-03-10","2013-10-07",10,10,5.22786199348423,3,70
536,19,0,1,3,3,1,232,"2012-09-11","2013-10-07",20,14,1.68084051018565,4,131
537,25,1,4,2,2,2,177,"2013-03-09","2013-10-06",10,10,9.3383558018226,3,71
538,30,1,1,2,2,1,219,"2013-04-08","2013-10-06",9,5,8.10239910881108,12,65
539,19,0,2,3,4,1,78,"2012-08-11","2013-10-06",6,11,6.15105713350116,2,141
540,29,1,4,5,6,2,85,"2013-04-08","2013-10-06",7,6,2.91509896762173,2,64
541,14,1,1,4,4,6,547,"2013-03-10","2013-10-07",17,28,21.4581003293088,9,70
542,43,1,4,6,6,5,99,"2013-04-08","2013-10-06",6,1,8.84742292599476,4,60
543,24,0,1,5,5,4,97,"2013-02-08","2013-10-07",7,3,6.10562811954993,1,79
544,23,0,1,2,2,1,120,"2013-05-09","2013-10-07",8,12,7.26125558442521,1,52
545,15,1,4,4,4,5,288,"2013-04-09","2013-10-07",13,12,8.45640190576964,7,58
546,21,1,4,1,1,2,193,"2011-07-19","2013-10-07",12,16,8.91873473139743,3,266
547,39,1,1,5,5,1,78,"2013-05-09","2013-10-07",6,5,5.29991436599076,4,49
548,15,1,1,1,2,3,52,"2013-04-09","2013-10-07",6,6,4.20732489876556,2,63
549,26,0,3,2,2,1,200,"2013-03-10","2013-10-07",9,11,7.77720026834331,6,68
550,20,0,2,3,4,3,166,"2012-05-14","2013-10-07",14,22,1.72600368991954,1,170
551,23,1,2,3,3,3,349,"2013-03-10","2013-10-07",12,6,16.336062320448,10,67
552,30,0,4,3,3,1,100,"2013-04-07","2013-10-05",7,12,3.68049474382019,2,60
553,30,0,2,6,6,5,230,"2013-02-08","2013-10-07",10,11,11.6749968679157,7,80
554,20,0,2,1,2,2,483,"2011-01-20","2013-10-07",21,13,13.5716273629061,3,329
555,19,0,2,6,6,4,269,"2012-02-14","2013-10-07",11,10,15.1159388934707,2,205
556,43,0,4,2,3,3,89,"2013-03-09","2013-10-06",7,1,4.73490703361822,1,66
557,23,1,1,1,1,3,88,"2013-01-09","2013-10-07",6,5,7.09717865984601,2,92
558,14,0,1,5,5,6,280,"2013-03-10","2013-10-07",12,8,15.21822341707,2,68
559,47,1,1,4,4,4,323,"2013-04-09","2013-10-07",11,10,17.4999628409578,9,64
560,17,0,1,3,4,2,154,"2013-03-10","2013-10-07",11,6,8.9095634564033,3,72
561,23,1,2,2,2,1,160,"2010-11-21","2013-10-07",7,6,13.8597796627615,5,350
562,22,0,2,6,1,4,169,"2010-01-25","2013-10-07",11,8,6.9319188965268,5,448
563,32,0,4,2,3,3,125,"2013-04-08","2013-10-06",6,4,12.3510650354687,2,65
564,14,1,1,6,6,3,111,"2013-02-08","2013-10-07",6,2,4.58128402674015,9,75
565,26,0,1,3,3,1,289,"2013-06-08","2013-10-07",14,14,11.1551695289177,8,40
566,20,0,2,1,1,4,288,"2012-07-13","2013-10-07",18,11,10.3164226856142,4,148
567,50,1,4,4,5,4,190,"2013-03-07","2013-10-04",10,10,8.04331129943858,3,67
568,22,0,2,5,5,6,77,"2013-02-07","2013-10-06",4,0,4.59897816252609,7,78
569,17,0,2,1,1,5,42,"2013-03-10","2013-10-07",6,3,3.54786176726557,2,70
570,16,0,1,5,5,6,45,"2010-09-22","2013-10-07",3,1,7.42576496520274,0,367
571,18,0,1,1,1,2,415,"2013-01-09","2013-10-07",17,21,15.3282456031796,4,92
572,21,0,1,4,4,6,190,"2010-11-21","2013-10-07",10,9,14.7584626578474,2,349
573,21,0,1,6,6,4,274,"2012-02-14","2013-10-07",11,11,11.3489094480534,9,205
574,26,0,2,1,1,2,198,"2013-03-10","2013-10-07",11,16,12.1306821686011,4,71
575,19,0,2,1,1,1,53,"2012-04-13","2013-10-06",6,10,2.2700886215002,2,175
576,12,1,4,1,2,3,268,"2013-05-09","2013-10-07",14,11,8.39678280238477,7,53
577,23,0,2,2,3,5,277,"2013-03-10","2013-10-07",11,16,13.9837095347248,6,66
578,25,0,2,6,6,5,182,"2013-03-10","2013-10-07",9,6,10.1149570852302,4,74
579,15,1,4,5,5,4,229,"2013-04-08","2013-10-06",10,9,14.2726648467653,3,64
580,35,1,4,1,2,3,37,"2013-04-08","2013-10-06",4,1,0.565644116989255,2,59
581,13,1,1,4,4,6,76,"2013-04-09","2013-10-07",6,6,6.46655017259761,1,58
582,25,0,4,4,4,4,364,"2013-04-08","2013-10-06",10,8,20.979254986443,6,63
583,23,1,2,6,6,5,93,"2013-02-07","2013-10-06",7,2,7.47713569238178,0,77
584,18,0,1,5,5,2,80,"2013-04-09","2013-10-07",9,5,2.72125485838995,3,58
585,18,0,2,2,2,2,413,"2012-12-10","2013-10-07",19,19,14.8188176872801,6,101
586,22,1,4,6,1,4,105,"2010-06-24","2013-10-07",8,8,2.91472978624682,3,399
587,24,0,1,2,2,3,45,"2013-04-09","2013-10-07",4,2,3.10473010178409,1,58
588,17,1,2,5,6,3,57,"2013-01-08","2013-10-06",3,1,2.62836100247694,2,92
589,15,0,2,4,4,6,401,"2009-10-27","2013-10-07",13,6,19.3089201215198,6,478
590,16,0,2,3,4,2,45,"2013-05-08","2013-10-06",2,0,4.3283580086682,4,53
591,24,1,2,1,2,3,69,"2013-04-09","2013-10-07",4,6,5.35384710902959,2,61
