"","Date / Time","City","State","Shape","Summary","Posted","Duration"
"220","7/27/13 21:30","Middle Village","NY","Circle","Circular Craft with Brite White Light changing to a Red Light maneuevering impressively.","8/30/13",1
"221","7/27/13 21:00","Pawtucket","RI","Circle","Round hovering objent with bright colored lights","8/30/13",NA
"222","7/27/13 11:30","Destin","FL","Circle","Solid slow moving light, my first UFO.","8/30/13",3
"223","7/27/13 01:30","Portland","OR","Circle","I walked outside to my patio and looked to the east I saw a falling star and then a very bright blinking light surrounded by a haze. Co","8/30/13",35
"224","7/26/13 22:29","Springfield","IL","Circle","Balls of lights going higher in the sky then coming back down. there were 4 to 9 of these strange shapes. Witnessed by 2 adults. They w","8/30/13",20
"225","7/26/13 22:00","Clear Spring","MD","Circle","Hugh bright light, Very fast..","8/30/13",10
"226","7/26/13 22:00","Greensboro","NC","Circle","Glowing red/orange orb above tree tops","8/30/13",30
"227","7/26/13 00:00","South Kortright","NY","Circle","Object with Red, Blue, and Green Lights Hovers and moves over Catskill Mountains for 30+ minutes","8/30/13",30
"228","7/25/13 21:15","Syracuse","NY","Circle","Very bright round object, witnesses descending and hovering in sky over the city.","8/30/13",340
"229","7/24/13 23:45","Cornwall (Canada)","ON","Circle","Orange Lights in Cornwall sky.","8/30/13",5
"230","7/24/13 23:30","Garden City","SC","Circle","Orange/red orbs over ocean.","8/30/13",5
"231","7/24/13 22:00","Castiac","CA","Circle","Went outside to have a cig in the night of wednesday july 24th at about 10pm looked up to see two crafts doing complex aerial movements","8/30/13",45
"232","7/22/13 01:30","Lancaster","CA","Circle","White glowing circular light flies across sky for only a moment then disappeared.","8/30/13",5
"233","7/22/13 00:56","Toronto (Canada)","ON","Circle","Five, bright, red lights observed by two adults and a small child.","7/22/13",NA
"234","7/20/13 22:02","Seattle","WA","Circle","I witnessed a large glowing transparent ovoid shape with very bright orange light inside.","7/22/13",4
"235","7/20/13 21:49","Lockport","NY","Circle","Fire orange halo discs appearing to move linearly at the same speed.","8/30/13",NA
"236","7/18/13 22:19","Temecula","CA","Circle","I was walking in my backyard and I looked for the moon. I saw a circle type object with a beam going straight ahead if it.","7/22/13",5
"237","7/18/13 22:00","Myrtle Beach","SC","Circle","Circular red lights above Myrtle Beach.","7/22/13",10
"238","7/18/13 22:00","Anderson","SC","Circle","Orange circle with beam of light floating in sky","8/30/13",10
"239","7/18/13 22:00","Myrtle Beach","SC","Circle","The orange orbs over the ocean.","7/22/13",3
"240","7/18/13 00:00","Louisville","KY","Circle","It was a saucer shape and had white lights circling on the outside and a red light in the center. Also it had a Blue spotlight going do","7/22/13",NA
"241","7/17/13 22:47","Myrtle Beach","SC","Circle","Round orange lights over the Atlantic Ocean, Myrtle Beach, SC.","7/22/13",10
"242","7/17/13 04:05","Westminster","CO","Circle","Observed three star like objects move at supersonic speeds, one made a u-turn and (N - S) then S - NEN!","7/22/13",NA
"243","7/17/13 01:30","South Gate","CA","Circle","Yellow orange hue sphere seen over Los Angeles city ,pass midnight.","7/22/13",1
"244","7/16/13 22:00","Lena","IL","Circle","Orange Spere Moving Very Slowly Then Disapeared.","7/22/13",2
"245","7/16/13 22:00","Booneville","AR","Circle","We saw a quick whitish/orange orb in the sky.","7/22/13",NA
"246","7/16/13 21:30","Austintown","OH","Circle","12 red light over austintown ohio","7/22/13",45
"247","7/15/13 22:00","Custer","WI","Circle","Back-tracking satellite.","7/22/13",10
"248","7/15/13 21:15","Loganville","GA","Circle","Orange orb.","7/22/13",2
"249","7/15/13 20:40","Kenosha","WI","Circle","Glowing large circler object.","7/22/13",30
"250","7/15/13 17:15","Salem","OR","Circle","Bright white or reflecting silver ball hovering...others flying by?","7/22/13",15
"251","7/14/13 22:05","Downingtown","PA","Circle","Me, My sister and Brother were all hanging out on the deck and we saw this bright ball of light moving extremely fast across the sky an","7/22/13",2
"252","7/14/13 21:00","Oakland","TN","Circle","Brilliantly colored Orange/Red Circle travelling E to W in Oakland, TN on July 14, 2013.","7/22/13",3
"253","7/14/13 21:00","Oakland","TN","Circle","Orange / Red Orb in Oakland, TN traveling at constant speed and altitude on 07/14/13 appx. 21:00.","7/22/13",3
"254","7/14/13 14:33","Lafayette","TN","Circle","A light going threw the sky almost like a shooting star but to slow for that im 34 years old and never seen anything like this.","9/30/13",NA
"255","7/13/13 22:45","New Lenox","IL","Circle","7 red lights in sky.","7/14/13",10
"256","7/13/13 21:45","Oak Forest","IL","Circle","On july 13,2013 approximately 9:45pm i observed 5 orbs that were a grayish white solid color. Thought they could of been birds. But whe","8/30/13",30
"257","7/13/13 21:00","League City","TX","Circle","Two identical UFO's spotted, one appeared to lose power and altitude.","7/22/13",3
"258","7/13/13 21:00","Sealy Lake","MT","Circle","WE WERE ON THE LAKE AND I WAS WATCHING THE SUNSET WHEN A BIG BRIGHT LIGHT APPEARED IN THE WEST.  WE WATCHED IT FOR ABOUT 30 SECONDS AND","8/30/13",30
"259","7/13/13 01:00","Clinton Township","MI","Circle","When I started walking toward my back door I look towards the skies I seen a Red circle object.","7/22/13",NA
"260","7/12/13 22:10","Elk Grove","CA","Circle","Bright star like object moves fast before stopping and immiting bright white light","7/14/13",1
"261","7/12/13 21:45","Louisville","KY","Circle","A circular bright white light flickering with a red light in the center in the northwest sky.","7/22/13",30
"262","7/12/13 21:08","Gulf Shores","AL","Circle","Silent Red/Orange ball of light traversing west to east over Gulf of Mexico.","7/14/13",5
"263","7/12/13 20:00","Jacksonville","AL","Circle","Circle Appears from cloud cover and moves west.  Photos available","8/30/13",3
"264","7/12/13 17:00","Kitchener (Canada)","ON","Circle","5:00 pm Kitchener at Lancaster and Bridgeport area craft seen darting across sky at high speed.","7/14/13",4
"265","7/12/13 11:30","Fairport","NY","Circle","A circle craft being followed by two military jets which were close together and NO SOUND from the 3 of them.","7/14/13",1
"266","7/11/13 23:40","Rathdrum","ID","Circle","Large dim orange circular object travels across sky at enormous rate.","7/22/13",5
"267","7/11/13 21:15","Douglas","MA","Circle","Glowing lights over Worcester seen from Douglas","7/14/13",8
"268","7/11/13 03:00","The Village","OK","Circle","9 amber red circles.","7/14/13",10
"269","7/10/13 21:45","Elk Grove","CA","Circle","6 bright star like objects moving fast in the night sky","7/14/13",20
"270","7/10/13 20:30","Cadiz","KY","Circle","Orange lights one object.","7/14/13",40
"271","7/9/13 02:00","Toms River","NJ","Circle","Orb of light made right angle turn. Great speed upward.","7/14/13",30
"272","7/8/13 23:00","Sacramento","CA","Circle","A large, circular, bright, white light appeared in the night sky traveling at a high rate of speed and disappeared in thin air.","7/14/13",2
"273","7/8/13 22:15","Ocean City","MD","Circle","Total of three balls of white light flying north to south.","7/14/13",NA
"274","7/8/13 22:00","St. Louis Park","MN","Circle","Luminous ball-shaped objects.","7/14/13",10
"275","7/8/13 22:00","Springboro","OH","Circle","No blinking lights, went from dim to bright to unlit","7/22/13",4
"276","7/8/13 17:20","New York City (Bronx)","NY","Circle","Group of circular objects flying in formation flying in proximity to planes.","7/14/13",20
"277","7/7/13 23:00","Englewood","FL","Circle","Round bright orange solid ligh & no sound.","7/14/13",2
"278","7/7/13 22:15","Chicago Heights","IL","Circle","There was an Orange Glow in the sky.","7/14/13",3
"279","7/7/13 22:00","Cudahy","WI","Circle","I have lived here for 55  years and never saw what I believe were UFOs.","7/14/13",15
"280","7/7/13 22:00","Springfield","OR","Circle","red orb sighted over springfield, oregon","7/14/13",2
"281","7/7/13 21:00","Paducah","KY","Circle","3 glowing red orbs floating slowly east over paducah, lights began to fade and then dissapear.","7/14/13",2
"282","7/7/13 20:59","Lindenhurst","NY","Circle","Yellow/orange orb shoots across sky in Lindenhurst, NY at approximately 9:00pm edt.","7/14/13",2
"283","7/7/13 10:00","Aynor","SC","Circle","There were two lights traveling at an extreme speed and the lights were connected.","7/14/13",10
"284","7/6/13 23:37","Frederick","MD","Circle","Floating orb","7/14/13",2
"285","7/6/13 23:00","Mountain Home","AR","Circle","Three bright glowing orange objects passed from South to North over Arkansas disappearing over Missouri on the night of July 6.","7/14/13",60
"286","7/6/13 22:48","Bellevue","OH","Circle","Six unidentified flying objects that where circular and orange in color.","7/14/13",3
"287","7/6/13 22:30","Canajoharie","NY","Circle","Driving east on N.Y. State thruway around 10:30 pm noticed orange orbs, looked like when people ski down a mountain at night with cande","7/14/13",NA
"288","7/6/13 22:30","Drexel Hill","PA","Circle","Orange moving light.","7/14/13",NA
"289","7/6/13 22:15","Franklin","NH","Circle","Six red lights in sky while night fishing.","7/14/13",10
"290","7/6/13 22:00","New Milford","CT","Circle","Formation over New Milford, CT.","7/14/13",7
"291","7/6/13 22:00","West Chester","PA","Circle","I witnessed 4 red objects over downtown west Chester. They were very close to one another after 5 minutes they vanished","7/14/13",5
"292","7/6/13 21:45","Bowling Green","KY","Circle","Spotted silent craft w/ pulsing circular lights (predominantly red with some yellow and orange tones) heading west at a low altitude.","7/14/13",5
"293","7/6/13 21:45","Lesterville","MO","Circle","Me and six friends are campin in lesterville Missouri and we are from Newman Il I have sighted only one UFO in my life and I thought th","7/14/13",0.45
"294","7/6/13 21:40","Columbus","OH","Circle","4 Red lights viewed from Binns Blvd and Briggs Rd to the south east in Columbus, OH.","7/14/13",5
"295","7/6/13 21:40","Springfield","MA","Circle","At least 40 orange-red lights moving westerly to the north,floating in a linear fashion, then disappearing.","7/14/13",20
"296","7/6/13 21:40","Groveport","OH","Circle","4 cicle well lite objects in the sky seen by 1000's in the Groveport, Ohio Area.","7/14/13",5
"297","7/6/13 21:30","Walnut Ridge","AR","Circle","Orange like ball of light came across western sky slow then dissapeared in to the sky","7/14/13",5
"298","7/6/13 21:10","Hoover","AL","Circle","My father and I saw two flying red objects darting across the night sky last night.  There were other neighbors who witnessed this as w","7/14/13",12
"299","7/5/13 23:58","Indianapolis","IN","Circle","Slow moving, orange, round, flickering light moving slowly, sometimes flicker, not very bright.","7/14/13",15
"300","7/5/13 22:55","Virginia Beach","VA","Circle","Dark circle with orange light above no sound, no flashing, slowly crossing sky.","7/14/13",5
"301","7/5/13 22:40","Franklin Square","NY","Circle","Bright red circular object over Franklin Square Long Island","7/14/13",1
"302","7/5/13 22:30","Simi Valley","CA","Circle","Blue, green light emittting object seen moving erratically over Simi Valley, Ca.","7/14/13",20
"303","7/5/13 22:25","Sun Prairie","WI","Circle","Orange Glowing Objects Appear in Night Sky - Madison WI 070513","7/14/13",15
"304","7/5/13 22:00","South Milwaukee","WI","Circle","Orange spherical light traveling from south to north.","7/14/13",10
"305","7/5/13 22:00","Watertown","CT","Circle","4 Glowing Orange Balls of Lights moving in formation then breaking formation and moving off very fast!","7/14/13",10
"306","7/5/13 21:50","Bettendorf","IA","Circle","Driving on 53rd st, Bettendorf Iowa headed east saw 2 orange lights in the sky. One was hovering lower than the other, diagonally. Me &","7/14/13",2
"307","7/5/13 11:25","Springboro","OH","Circle","SEEN A RED FIREBALL CIRCULAR SHAPE.  AT FIRST I THOUGHT I WAS AN AIRCRAFT ON FIRE. IT WAS TRAVELING WEST AND THEN CHANGED TO A NORTHERN","7/14/13",30
"308","7/5/13 11:00","Middlebury","IN","Circle","I saw a large glowing light in the south sky. It looked similar to red burning chacoals and kind of flickered. I saw one in the same ar","7/14/13",5
"309","7/5/13 01:32","Salisbury","MA","Circle","Spherical steady moving object seen over Salisbury Beach","7/14/13",80
"310","7/4/13 23:00","Glendive","MT","Circle","4 SUPER FAST ORANGE POLS SATING LIGHTS OVER GLENDIVE MT","8/30/13",1
"311","7/4/13 23:00","Broomfiled- Standley Lake","CO","Circle","Lights over Standley Lake during fireworks.","7/14/13",5
"312","7/4/13 22:30","Mount Sinai","NY","Circle","A large orange colored round object traveling west to east at a high rate of speed.","7/14/13",2
"313","7/4/13 22:30","Massapequa","NY","Circle","Circular orb in the sky covers great distance in short 30 seconds without breaking sound barrier on 7/4/13.","8/30/13",30
"314","7/4/13 22:30","Old Orchard Beach","ME","Circle","Red fly objects over OOB Maine","7/5/13",10
"315","7/4/13 22:25","Hammond","IN","Circle","I noticed 2 shaped orange lights fly from the south headed north. It didn't have any aircraft markers on them ,then they disappeared af","7/5/13",10
"316","7/4/13 22:07","Auburn","WA","Circle","My daughter and I were outside on the back deck. I was bbqing. My daughter was watching the fireworks from the deck. As I looked up at","7/5/13",NA
