"date","time","city","state","shape","duration","summary","post_date"
"8/13/13","22:00","Arden","ON","Circle","44","Round orange object crosses the the clear calm night sky, NW to SE, in 45 sec, 22:00. No sound or navigation lights.","9/9/13"
"8/13/13","08:10","Okemos","MI","Circle","60","Full moon kind of object moving across the sky.","8/30/13"
"8/13/13","01:50","San Diego (north of)","CA","Circle","6","Round black object low over the 15 North by Escondido.","8/30/13"
"8/12/13","21:15","Rochester","WA","Circle","600","Viewed on different evenings, overhead, and on the western horizon,originally thought it was a star or airplane headlight.","8/30/13"
"8/12/13","12:30","Yucaipa","CA","Circle","50.5","Caught circular object in photograph.","8/30/13"
"8/12/13","09:23","Portales","NM","Circle","8","A big orange/grey circle type object appearing before and after storm.","8/30/13"
"8/12/13","00:00","Walla Walla","WA","Circle","30","Red-orange orbs slow and low-flying over town.","8/30/13"
"8/11/13","18:00","Dover/Foxcroft","ME","Circle","300","Bright object moving below horizon and then reappeared.","8/30/13"
"8/11/13","16:00","Concan","TX","Circle","1200","At around 4:30 am on August 11, 2013 my mother and I were observing the meteor shower at Garner State Park. First we saw an object we b","8/30/13"
"8/11/13","01:00","Georgetown","TX","Circle","3","Saw bright, dark turquoise light in the air. it was there, and then not, all in an instant.","8/30/13"
"8/11/13","00:30","Amherst","ME","Circle","300","Circular amber light seen towards to the NW; no sound","8/30/13"
"8/10/13","23:40","Morrow","OH","Circle","180","Orangish/red sphere seen by two witnesses in southwestern ohio","8/30/13"
"8/10/13","22:00","Bristol","NH","Circle","30","Reddish orange circular craft spotted over New Hampshire conservation area.","8/30/13"
"8/10/13","21:50","Beech Creek","PA","Circle","360","Observation of 2 brightly reddish glowing objects in night sky with no sound or discernible  characteristics of familiar aircraft.","8/30/13"
"8/10/13","19:30","Cochin (India)","","Circle","5","Bright blue light appeared for seconds","8/30/13"
"8/10/13","09:30","Yakima","WA","Circle","1200","We sighted 3 orb like lights that changed colors from red to white and traveled fairly fast. Hovered together and separated quickly. We","8/30/13"
"8/9/13","23:00","Guelph (Canada)","ON","Circle","120","A  large, round, bright red/orange object drifted across the sky over Guelph, Canada, at 11:00 p.m. on August 9, 2013.","8/30/13"
"8/9/13","22:30","Tyrone (Canada)","ON","Circle","600","2 orange circles moving in perfect sync.","8/30/13"
"8/9/13","21:00","Hermitage","PA","Circle","300","3 red fireballs in the Eastern sky near hermitage pa.","8/30/13"
"8/9/13","12:15","Merced","CA","Circle","3600","Two bright dots, moving west to east, viewed in a telescope","8/30/13"
"8/9/13","11:00","Merced","CA","Circle",NA,"Circular, shiny, reflective object clearly observed in sky on August 9, 2013 at 11:00 am  by several witnesses","8/30/13"
"8/8/13","23:20","Los Angeles","CA","Circle","180","It shot through the sky twice, it stayed still for a while and then disapeared.","8/30/13"
"8/8/13","21:35","Lincoln City","OR","Circle","240","Light orb over Lincoln City, Or.","8/30/13"
"8/8/13","21:30","San Diego","CA","Circle","300","15 flying objects over San Diego.","8/30/13"
"8/8/13","21:12","Richmond (Canada)","BC","Circle","5","Bright blue white light fading in and fading out within 5 seconds","8/30/13"
"8/8/13","21:09","Coeur d'Alene","ID","Circle","360","HTV4 following ISS on 08AUG13 Spokane WA / Coeur d;Alene, ID. ((NUFORC Note:  Japanese HTV-4 craft flying close to the ISS.  PD))","8/30/13"
"8/8/13","21:00","Old Orchard Beach","ME","Circle","120","Low flying bright object at the beach","8/30/13"
"8/8/13","09:30","Jacob Lake","AZ","Circle",NA,"Jacob Lake, Arizona, 8/8/13 , at 9:30 pm, white dote moving zig zag","8/30/13"
"8/8/13",NA,"Ottawa (Canada)","ON","Circle","960","Object lights up very bright","8/30/13"
"8/7/13","22:25","Seattle","WA","Circle","420","Slow and steady moving orange/red circles sighted in lower altitude sky above northeast Seattle","8/30/13"
"8/7/13","21:30","Custer","WI","Circle","300","I get the daily NASA Space-station fly-over report but never get to see it because of the weather or time of fly-over. Wednesday night,","8/30/13"
"8/7/13","20:30","Orlando","FL","Circle","180","Round Ball of light emitting &amp;quot;sparks&amp;quot;/light hovering in Orlando, Florida","8/30/13"
"8/7/13","20:29","Staten Island","NY","Circle",NA,"2 circles following each other.","9/9/13"
"8/6/13","22:50","Lewiston","ME","Circle","8","Bright light in constellation Cassiopeia.  ((NUFORC Note:  Possible &quot;flare&quot; from Iridium satellite?  PD))","8/30/13"
"8/6/13","22:40","Verona","KY","Circle","180","Yellow-Orange glowing sphere and two smaller spheres chasing each other","8/30/13"
"8/6/13","20:00","West Palm Beach","FL","Circle","600","Craft was round and gave off an extraordinary amount of light.","8/30/13"
"8/6/13","09:00","Genesee","ID","Circle",NA,"Circle in the sky that had green rectangles on it and it disappeared.","10/14/13"
"8/5/13","22:01","Valdosta","GA","Circle","600","Happens every night, round objects that move around. Just about the same area every night as well.","8/30/13"
"8/5/13","22:00","Marstons Mills","MA","Circle","420","Bright sphere seen two nights in a row moving across the sky!","8/30/13"
"8/5/13","10:30","Oak Island","NC","Circle","300","Orange round lights seen north of the beach on Oak Island. Made a triangle formation once, then went in a straight horizantal line. Mov","8/30/13"
"8/5/13","00:00","Daytona Beach","FL","Circle","60","My friend and I were sitting on the balcony of a hotel on the water, on Daytona Beach. Suddenly and orange ball appeared over the water","8/30/13"
"8/4/13","21:05","Lake George","NY","Circle","240","Reddish-Orange Sphere over Lake George Village NY","8/30/13"
"8/4/13","20:15","Auburn","KY","Circle","30","Fast moving white sphere with greenish blue outer layer with a cone shaped trail.","8/30/13"
"8/4/13","20:12","Knappa","OR","Circle","600","Multiple lights in sky.","8/30/13"
"8/4/13","20:10","Gurley","AL","Circle","2","Bright green sphere with red tip behind it coming down at a 45 degree angle from north going south visible for only a few seconds.","8/30/13"
"8/4/13","16:40","Leesburg","VA","Circle","30","Red metallic football shaped object very high in the sky heading southbound at 16:40 over Northern Virginia.","8/30/13"
"8/3/13","21:30","Dyersville","IA","Circle","900","This blue lighted craft, with a bit of orange and it was over dyersville iowa on Aug 3rd 2013, hovered for a while at about 9:30pm, slo","8/30/13"
"8/3/13","21:18","Pittsburgh","PA","Circle","300","Possible UFO sighting","8/30/13"
"8/3/13","21:15","Voorheesville","NY","Circle","30","Orange glowing shere seen on 2 successive nights at almost the same time for 30-120 seconds","8/30/13"
"8/2/13","23:25","River Falls","WI","Circle","600","On Friday 08/02/13,at about 23:30, My wife and I were at my sons house in River Falls, WI. We were sitting in the back yard, having a b","8/30/13"
"8/1/13","22:15","Grayson","LA","Circle","35","First two were solid black with no lights the last one orangish gold.","8/30/13"
"8/1/13","21:20","Bethany Beach","DE","Circle","300","Bethany beach de, boardwalk, 3 red-orange, flickering balls located over ocean, NE direction","8/30/13"
"8/1/13","20:01","Highway 5","AZ","Circle",NA,"I have seen a few unidentified flying objects floating in space right above highway 10 from California to Arizona.","9/30/13"
"8/1/13","00:15","Wells","VT","Circle","2700","Circular object with rotating changing colored lights hovering in the night sky.","8/30/13"
"7/31/13","22:34","Elk Grove","CA","Circle","5","Bright star like circular object shoots across the sky at amazing speed","8/30/13"
"7/31/13","22:00","Mt. Chestnut","PA","Circle",NA,"Had multiple of lights and 1 big light that moved around the outside.","8/30/13"
"7/31/13","21:40","Gresham","OR","Circle",NA,"6 amber circles forming a diamond shape moving fast in the sky.","8/30/13"
"7/31/13","04:35","Whitehaven (UK/England)","","Circle","600","Ball of white light","8/30/13"
"7/30/13","22:45","Dublin","OH","Circle","10","A single orange circle floating in the sky for a matter off seconds and disappeared.   The object was traveling north and seemed to sto","8/30/13"
"7/30/13","20:40","St. Paul","MN","Circle","300","Six uniform white lights in St Paul, Minnesota.  Near the Saints stadium.","8/30/13"
"7/30/13","12:00","Oshkosh","WI","Circle","30","Flying disk over Oshkosh Airport during EAA fly-in.","8/30/13"
"7/29/13","23:00","Elba","NY","Circle",NA,"Multiple ufo","8/30/13"
"7/29/13","21:40","Vancouver","WA","Circle","10","Bright green donut shape disk in sky","8/30/13"
"7/29/13","01:15","Wildwood Crest","NJ","Circle","300","Orange glowing device flying high over ocean","8/30/13"
"7/29/13","00:30","Wildwood","NJ","Circle","900","Four orange orbs of light above the Atlantic Ocean.","8/30/13"
"7/28/13","22:20","Orrington","ME","Circle","600","20 plus amber colored objects in formation over Orrington","8/30/13"
"7/28/13","21:30","Hialeah","FL","Circle",NA,"Was walking dog down the street and looked at the distance and saw 3 Amber looking objects in the distance,  they were in a triangular","8/30/13"
"7/28/13","19:30","Pittsburgh","PA","Circle","15","Large red/orange balloon that appeared to be an APPARITION.","8/30/13"
"7/27/13","23:30","Florence","KY","Circle","60","Circular, rustic looking craft  over Florence, Kentucky.","8/30/13"
"7/27/13","22:00","Morrisville","PA","Circle","300","Circular disk shaped with lights","8/30/13"
"7/27/13","21:55","Seven Hills","OH","Circle","240","07/27/13 at 21:55 in Seven Hills, Ohio observed were 8 round orange-red balls traveling south to north, duration 4 minutes.","8/30/13"
"7/27/13","21:30","Middle Village","NY","Circle","3600","Circular Craft with Brite White Light changing to a Red Light maneuevering impressively.","8/30/13"
"7/27/13","21:00","Pawtucket","RI","Circle",NA,"Round hovering objent with bright colored lights","8/30/13"
"7/27/13","11:30","Destin","FL","Circle","180","Solid slow moving light, my first UFO.","8/30/13"
"7/27/13","01:30","Portland","OR","Circle","2100","I walked outside to my patio and looked to the east I saw a falling star and then a very bright blinking light surrounded by a haze. Co","8/30/13"
"7/26/13","22:29","Springfield","IL","Circle","1200","Balls of lights going higher in the sky then coming back down. there were 4 to 9 of these strange shapes. Witnessed by 2 adults. They w","8/30/13"
"7/26/13","22:00","Greensboro","NC","Circle","1800","Glowing red/orange orb above tree tops","8/30/13"
"7/26/13","22:00","Clear Spring","MD","Circle","10","Hugh bright light, Very fast..","8/30/13"
"7/26/13","00:00","South Kortright","NY","Circle","1800","Object with Red, Blue, and Green Lights Hovers and moves over Catskill Mountains for 30+ minutes","8/30/13"
"7/25/13","21:15","Syracuse","NY","Circle",NA,"Very bright round object, witnesses descending and hovering in sky over the city.","8/30/13"
"7/24/13","23:45","Cornwall (Canada)","ON","Circle","300","Orange Lights in Cornwall sky.","8/30/13"
"7/24/13","23:30","Garden City","SC","Circle","300","Orange/red orbs over ocean.","8/30/13"
"7/24/13","22:00","Castiac","CA","Circle","2700","Went outside to have a cig in the night of wednesday july 24th at about 10pm looked up to see two crafts doing complex aerial movements","8/30/13"
"7/22/13","01:30","Lancaster","CA","Circle","5","White glowing circular light flies across sky for only a moment then disappeared.","8/30/13"
"7/22/13","00:56","Toronto (Canada)","ON","Circle",NA,"Five, bright, red lights observed by two adults and a small child.","7/22/13"
"7/20/13","22:02","Seattle","WA","Circle","240","I witnessed a large glowing transparent ovoid shape with very bright orange light inside.","7/22/13"
"7/20/13","21:49","Lockport","NY","Circle",NA,"Fire orange halo discs appearing to move linearly at the same speed.","8/30/13"
"7/18/13","22:19","Temecula","CA","Circle","5","I was walking in my backyard and I looked for the moon. I saw a circle type object with a beam going straight ahead if it.","7/22/13"
"7/18/13","22:00","Anderson","SC","Circle","600","Orange circle with beam of light floating in sky","8/30/13"
"7/18/13","22:00","Myrtle Beach","SC","Circle","180","The orange orbs over the ocean.","7/22/13"
"7/18/13","22:00","Myrtle Beach","SC","Circle","600","Circular red lights above Myrtle Beach.","7/22/13"
"7/18/13","00:00","Louisville","KY","Circle",NA,"It was a saucer shape and had white lights circling on the outside and a red light in the center. Also it had a Blue spotlight going do","7/22/13"
"7/17/13","22:47","Myrtle Beach","SC","Circle","600","Round orange lights over the Atlantic Ocean, Myrtle Beach, SC.","7/22/13"
"7/17/13","04:05","Westminster","CO","Circle",NA,"Observed three star like objects move at supersonic speeds, one made a u-turn and (N - S) then S - NEN!","7/22/13"
"7/17/13","01:30","South Gate","CA","Circle","60","Yellow orange hue sphere seen over Los Angeles city ,pass midnight.","7/22/13"
"7/16/13","22:00","Lena","IL","Circle","120","Orange Spere Moving Very Slowly Then Disapeared.","7/22/13"
"7/16/13","22:00","Booneville","AR","Circle",NA,"We saw a quick whitish/orange orb in the sky.","7/22/13"
