"Date","City","State","Shape","Duration","Summary","Poster"
2013-08-13,"Arden","ON","Circle","44 seconds","Round orange object crosses the the clear calm night sky, NW to SE, in 45 sec, 22:00. No sound or navigation lights.","9/9/13"
2013-08-13,"Okemos","MI","Circle","1 minutes","Full moon kind of object moving across the sky.","8/30/13"
2013-08-13,"San Diego (north of)","CA","Circle","6 seconds","Round black object low over the 15 North by Escondido.","8/30/13"
2013-08-12,"Rochester","WA","Circle","10 minutes","Viewed on different evenings, overhead, and on the western horizon,originally thought it was a star or airplane headlight.","8/30/13"
2013-08-12,"Yucaipa","CA","Circle","1/250 secondsond","Caught circular object in photograph.","8/30/13"
2013-08-12,"Portales","NM","Circle","8 seconds","A big orange/grey circle type object appearing before and after storm.","8/30/13"
2013-08-12,"Walla Walla","WA","Circle","30 seconds","Red-orange orbs slow and low-flying over town.","8/30/13"
2013-08-11,"Dover/Foxcroft","ME","Circle","5 minutes","Bright object moving below horizon and then reappeared.","8/30/13"
2013-08-11,"Concan","TX","Circle","20 minutes","At around 4:30 am on August 11, 2013 my mother and I were observing the meteor shower at Garner State Park. First we saw an object we b","8/30/13"
2013-08-11,"Georgetown","TX","Circle","3 seconds","Saw bright, dark turquoise light in the air. it was there, and then not, all in an instant.","8/30/13"
2013-08-11,"Amherst","ME","Circle","5 minutes","Circular amber light seen towards to the NW; no sound","8/30/13"
2013-08-10,"Morrow","OH","Circle","3 minutes","Orangish/red sphere seen by two witnesses in southwestern ohio","8/30/13"
2013-08-10,"Bristol","NH","Circle","30 seconds","Reddish orange circular craft spotted over New Hampshire conservation area.","8/30/13"
2013-08-10,"Beech Creek","PA","Circle","6 minutes","Observation of 2 brightly reddish glowing objects in night sky with no sound or discernible  characteristics of familiar aircraft.","8/30/13"
2013-08-10,"Cochin (India)","","Circle","5 seconds","Bright blue light appeared for seconds","8/30/13"
2013-08-10,"Yakima","WA","Circle","20 minutes","We sighted 3 orb like lights that changed colors from red to white and traveled fairly fast. Hovered together and separated quickly. We","8/30/13"
2013-08-09,"Guelph (Canada)","ON","Circle","2 minutes","A  large, round, bright red/orange object drifted across the sky over Guelph, Canada, at 11:00 p.m. on August 9, 2013.","8/30/13"
2013-08-09,"Tyrone (Canada)","ON","Circle","10 minutes","2 orange circles moving in perfect sync.","8/30/13"
2013-08-09,"Hermitage","PA","Circle","5 minutes","3 red fireballs in the Eastern sky near hermitage pa.","8/30/13"
2013-08-09,"Merced","CA","Circle","1 hour","Two bright dots, moving west to east, viewed in a telescope","8/30/13"
2013-08-09,"Merced","CA","Circle","3.5 hours","Circular, shiny, reflective object clearly observed in sky on August 9, 2013 at 11:00 am  by several witnesses","8/30/13"
2013-08-08,"Los Angeles","CA","Circle","3 minutes","It shot through the sky twice, it stayed still for a while and then disapeared.","8/30/13"
2013-08-08,"Lincoln City","OR","Circle","4 minutes","Light orb over Lincoln City, Or.","8/30/13"
2013-08-08,"San Diego","CA","Circle","5 minutes","15 flying objects over San Diego.","8/30/13"
2013-08-08,"Richmond (Canada)","BC","Circle","5 seconds","Bright blue white light fading in and fading out within 5 seconds","8/30/13"
2013-08-08,"Coeur d'Alene","ID","Circle","6 minutes","HTV4 following ISS on 08AUG13 Spokane WA / Coeur d;Alene, ID. ((NUFORC Note:  Japanese HTV-4 craft flying close to the ISS.  PD))","8/30/13"
2013-08-08,"Old Orchard Beach","ME","Circle","2 minutes","Low flying bright object at the beach","8/30/13"
2013-08-08,"Jacob Lake","AZ","Circle","","Jacob Lake, Arizona, 8/8/13 , at 9:30 pm, white dote moving zig zag","8/30/13"
2013-08-08,"Ottawa (Canada)","ON","Circle","16 minutes","Object lights up very bright","8/30/13"
2013-08-07,"Seattle","WA","Circle","7 minutes","Slow and steady moving orange/red circles sighted in lower altitude sky above northeast Seattle","8/30/13"
2013-08-07,"Custer","WI","Circle","5 minutes","I get the daily NASA Space-station fly-over report but never get to see it because of the weather or time of fly-over. Wednesday night,","8/30/13"
2013-08-07,"Orlando","FL","Circle","3 minutes","Round Ball of light emitting &quot;sparks&quot;/light hovering in Orlando, Florida","8/30/13"
2013-08-07,"Staten Island","NY","Circle","","2 circles following each other.","9/9/13"
2013-08-06,"Lewiston","ME","Circle","8 seconds","Bright light in constellation Cassiopeia.  ((NUFORC Note:  Possible \"flare\" from Iridium satellite?  PD))","8/30/13"
2013-08-06,"Verona","KY","Circle","3 minutes","Yellow-Orange glowing sphere and two smaller spheres chasing each other","8/30/13"
2013-08-06,"West Palm Beach","FL","Circle","10 minutes","Craft was round and gave off an extraordinary amount of light.","8/30/13"
2013-08-06,"Genesee","ID","Circle","","Circle in the sky that had green rectangles on it and it disappeared.","10/14/13"
2013-08-05,"Valdosta","GA","Circle","10 minutes","Happens every night, round objects that move around. Just about the same area every night as well.","8/30/13"
2013-08-05,"Marstons Mills","MA","Circle","7 minutes","Bright sphere seen two nights in a row moving across the sky!","8/30/13"
2013-08-05,"Oak Island","NC","Circle","5 minutes","Orange round lights seen north of the beach on Oak Island. Made a triangle formation once, then went in a straight horizantal line. Mov","8/30/13"
2013-08-05,"Daytona Beach","FL","Circle","1 minutes","My friend and I were sitting on the balcony of a hotel on the water, on Daytona Beach. Suddenly and orange ball appeared over the water","8/30/13"
2013-08-04,"Lake George","NY","Circle","4 minutes","Reddish-Orange Sphere over Lake George Village NY","8/30/13"
2013-08-04,"Auburn","KY","Circle","30 seconds","Fast moving white sphere with greenish blue outer layer with a cone shaped trail.","8/30/13"
2013-08-04,"Knappa","OR","Circle","10+ minutes","Multiple lights in sky.","8/30/13"
2013-08-04,"Gurley","AL","Circle","2 seconds","Bright green sphere with red tip behind it coming down at a 45 degree angle from north going south visible for only a few seconds.","8/30/13"
2013-08-04,"Leesburg","VA","Circle","30 seconds","Red metallic football shaped object very high in the sky heading southbound at 16:40 over Northern Virginia.","8/30/13"
2013-08-03,"Dyersville","IA","Circle","15 minutes","This blue lighted craft, with a bit of orange and it was over dyersville iowa on Aug 3rd 2013, hovered for a while at about 9:30pm, slo","8/30/13"
2013-08-03,"Pittsburgh","PA","Circle","5 minutes","Possible UFO sighting","8/30/13"
2013-08-03,"Voorheesville","NY","Circle","30 seconds and me","Orange glowing shere seen on 2 successive nights at almost the same time for 30-120 seconds","8/30/13"
2013-08-02,"River Falls","WI","Circle","10 minutes","On Friday 08/02/13,at about 23:30, My wife and I were at my sons house in River Falls, WI. We were sitting in the back yard, having a b","8/30/13"
2013-08-01,"Grayson","LA","Circle","35 seconds","First two were solid black with no lights the last one orangish gold.","8/30/13"
2013-08-01,"Bethany Beach","DE","Circle","5 minutes","Bethany beach de, boardwalk, 3 red-orange, flickering balls located over ocean, NE direction","8/30/13"
2013-08-01,"Highway 5","AZ","Circle","driving","I have seen a few unidentified flying objects floating in space right above highway 10 from California to Arizona.","9/30/13"
2013-08-01,"Wells","VT","Circle","45 minutes","Circular object with rotating changing colored lights hovering in the night sky.","8/30/13"
2013-07-31,"Elk Grove","CA","Circle","5 seconds","Bright star like circular object shoots across the sky at amazing speed","8/30/13"
2013-07-31,"Mt. Chestnut","PA","Circle","00:20:00","Had multiple of lights and 1 big light that moved around the outside.","8/30/13"
2013-07-31,"Gresham","OR","Circle","15","6 amber circles forming a diamond shape moving fast in the sky.","8/30/13"
2013-07-31,"Whitehaven (UK/England)","","Circle","10 minutes","Ball of white light","8/30/13"
2013-07-30,"Dublin","OH","Circle","10 seconds","A single orange circle floating in the sky for a matter off seconds and disappeared.   The object was traveling north and seemed to sto","8/30/13"
2013-07-30,"St. Paul","MN","Circle","5 minutes","Six uniform white lights in St Paul, Minnesota.  Near the Saints stadium.","8/30/13"
2013-07-30,"Oshkosh","WI","Circle","30 seconds","Flying disk over Oshkosh Airport during EAA fly-in.","8/30/13"
2013-07-29,"Elba","NY","Circle","60","Multiple ufo","8/30/13"
2013-07-29,"Vancouver","WA","Circle","10 seconds","Bright green donut shape disk in sky","8/30/13"
2013-07-29,"Wildwood Crest","NJ","Circle","5 minutes","Orange glowing device flying high over ocean","8/30/13"
2013-07-29,"Wildwood","NJ","Circle","15 minutes","Four orange orbs of light above the Atlantic Ocean.","8/30/13"
2013-07-28,"Orrington","ME","Circle","10 minutes","20 plus amber colored objects in formation over Orrington","8/30/13"
2013-07-28,"Hialeah","FL","Circle","minutes","Was walking dog down the street and looked at the distance and saw 3 Amber looking objects in the distance,  they were in a triangular","8/30/13"
2013-07-28,"Pittsburgh","PA","Circle","15 seconds","Large red/orange balloon that appeared to be an APPARITION.","8/30/13"
2013-07-27,"Florence","KY","Circle","1 minutes","Circular, rustic looking craft  over Florence, Kentucky.","8/30/13"
2013-07-27,"Morrisville","PA","Circle","5 minutes","Circular disk shaped with lights","8/30/13"
2013-07-27,"Seven Hills","OH","Circle","4 minutes","07/27/13 at 21:55 in Seven Hills, Ohio observed were 8 round orange-red balls traveling south to north, duration 4 minutes.","8/30/13"
2013-07-27,"Middle Village","NY","Circle","1 hour","Circular Craft with Brite White Light changing to a Red Light maneuevering impressively.","8/30/13"
2013-07-27,"Pawtucket","RI","Circle","minutes","Round hovering objent with bright colored lights","8/30/13"
2013-07-27,"Destin","FL","Circle","3 minutes","Solid slow moving light, my first UFO.","8/30/13"
2013-07-27,"Portland","OR","Circle","35 minutes","I walked outside to my patio and looked to the east I saw a falling star and then a very bright blinking light surrounded by a haze. Co","8/30/13"
2013-07-26,"Springfield","IL","Circle","20+ minutes","Balls of lights going higher in the sky then coming back down. there were 4 to 9 of these strange shapes. Witnessed by 2 adults. They w","8/30/13"
2013-07-26,"Greensboro","NC","Circle","30 minutes","Glowing red/orange orb above tree tops","8/30/13"
2013-07-26,"Clear Spring","MD","Circle","10 seconds","Hugh bright light, Very fast..","8/30/13"
2013-07-26,"South Kortright","NY","Circle","30 minutes","Object with Red, Blue, and Green Lights Hovers and moves over Catskill Mountains for 30+ minutes","8/30/13"
2013-07-25,"Syracuse","NY","Circle","340 minutes","Very bright round object, witnesses descending and hovering in sky over the city.","8/30/13"
2013-07-24,"Cornwall (Canada)","ON","Circle","5 minutes","Orange Lights in Cornwall sky.","8/30/13"
2013-07-24,"Garden City","SC","Circle","5 minutes","Orange/red orbs over ocean.","8/30/13"
2013-07-24,"Castiac","CA","Circle","45 minutes","Went outside to have a cig in the night of wednesday july 24th at about 10pm looked up to see two crafts doing complex aerial movements","8/30/13"
2013-07-22,"Lancaster","CA","Circle","5 seconds","White glowing circular light flies across sky for only a moment then disappeared.","8/30/13"
2013-07-22,"Toronto (Canada)","ON","Circle","","Five, bright, red lights observed by two adults and a small child.","7/22/13"
2013-07-20,"Seattle","WA","Circle","4 minutes","I witnessed a large glowing transparent ovoid shape with very bright orange light inside.","7/22/13"
2013-07-20,"Lockport","NY","Circle","1:36","Fire orange halo discs appearing to move linearly at the same speed.","8/30/13"
2013-07-18,"Temecula","CA","Circle","5 seconds","I was walking in my backyard and I looked for the moon. I saw a circle type object with a beam going straight ahead if it.","7/22/13"
2013-07-18,"Anderson","SC","Circle","10 minutes","Orange circle with beam of light floating in sky","8/30/13"
2013-07-18,"Myrtle Beach","SC","Circle","3 minutes","The orange orbs over the ocean.","7/22/13"
2013-07-18,"Myrtle Beach","SC","Circle","10 minutes","Circular red lights above Myrtle Beach.","7/22/13"
2013-07-18,"Louisville","KY","Circle","","It was a saucer shape and had white lights circling on the outside and a red light in the center. Also it had a Blue spotlight going do","7/22/13"
2013-07-17,"Myrtle Beach","SC","Circle","10 minutes","Round orange lights over the Atlantic Ocean, Myrtle Beach, SC.","7/22/13"
2013-07-17,"Westminster","CO","Circle","00:04:00","Observed three star like objects move at supersonic speeds, one made a u-turn and (N - S) then S - NEN!","7/22/13"
2013-07-17,"South Gate","CA","Circle","1 minutes","Yellow orange hue sphere seen over Los Angeles city ,pass midnight.","7/22/13"
2013-07-16,"Lena","IL","Circle","2 minutes","Orange Spere Moving Very Slowly Then Disapeared.","7/22/13"
2013-07-16,"Booneville","AR","Circle","a 3 seconds","We saw a quick whitish/orange orb in the sky.","7/22/13"
2013-07-16,"Austintown","OH","Circle","45 seconds","12 red light over austintown ohio","7/22/13"
2013-07-15,"Custer","WI","Circle","10 seconds","Back-tracking satellite.","7/22/13"
