,age,gender,relation_status,hometown,living,perference,total_action,sign_up,last_login,userid
436,21,1,2,1,2,2,152,2013-04-09,2013-10-07,436
437,20,0,1,3,4,3,308,2012-03-14,2013-10-06,437
438,20,1,2,4,4,6,491,2011-01-20,2013-10-07,438
439,27,1,1,6,6,4,51,2013-03-08,2013-10-05,439
440,27,1,2,4,5,5,185,2013-05-08,2013-10-06,440
441,22,0,2,4,5,6,286,2010-03-26,2013-10-07,441
442,19,0,2,2,2,1,169,2010-09-20,2013-10-05,442
443,26,1,2,3,3,2,58,2013-02-06,2013-10-05,443
444,27,1,4,4,4,6,120,2013-03-09,2013-10-06,444
445,26,1,1,5,5,5,79,2013-04-08,2013-10-06,445
446,17,0,2,5,5,1,286,2013-03-10,2013-10-07,446
447,22,1,2,2,2,3,58,2013-04-07,2013-10-05,447
448,11,1,1,5,5,3,130,2012-10-10,2013-10-06,448
449,28,0,3,4,4,3,158,2013-04-08,2013-10-06,449
450,24,0,2,1,1,2,88,2013-05-08,2013-10-06,450
451,19,1,1,5,6,2,115,2011-07-19,2013-10-07,451
452,16,0,1,1,2,5,114,2013-03-09,2013-10-06,452
453,32,0,4,5,6,5,122,2013-04-09,2013-10-07,453
454,26,1,2,4,4,4,365,2013-04-09,2013-10-07,454
455,26,0,3,6,6,6,166,2013-04-09,2013-10-07,455
456,20,1,1,1,2,4,395,2013-03-10,2013-10-07,456
457,19,0,2,3,3,3,228,2013-04-09,2013-10-07,457
458,21,0,2,3,3,3,46,2013-02-07,2013-10-06,458
459,47,1,1,5,5,5,47,2013-04-09,2013-10-07,459
460,28,1,2,2,2,3,138,2013-02-08,2013-10-07,460
461,35,0,1,5,5,4,80,2013-04-09,2013-10-07,461
462,22,1,2,2,2,1,232,2012-11-10,2013-10-07,462
463,23,0,2,6,6,6,137,2013-03-09,2013-10-06,463
464,32,1,4,6,6,6,4355,2013-10-02,2013-10-07,464
465,19,1,1,1,2,3,126,2013-02-08,2013-10-07,465
466,24,1,4,4,4,5,74,2013-03-08,2013-10-05,466
467,30,1,3,2,3,2,411,2013-03-10,2013-10-07,467
468,24,0,1,4,5,6,56,2013-03-10,2013-10-07,468
469,22,1,2,2,2,5,167,2011-11-16,2013-10-07,469
470,15,0,1,4,4,5,39,2013-04-09,2013-10-07,470
471,27,0,3,4,4,5,187,2013-05-09,2013-10-07,471
472,12,0,1,2,2,1,435,2013-05-09,2013-10-07,472
473,15,0,4,5,5,2,78,2013-04-09,2013-10-07,473
474,26,1,4,1,2,2,181,2013-03-10,2013-10-07,474
475,21,1,2,5,6,5,161,2009-10-27,2013-10-07,475
476,14,0,4,4,4,6,66,2013-04-08,2013-10-06,476
477,20,1,4,4,4,5,238,2013-02-08,2013-10-07,477
478,16,1,1,3,3,5,229,2013-03-09,2013-10-06,478
479,14,1,4,2,2,1,512,2013-04-09,2013-10-07,479
480,25,1,2,5,5,6,151,2013-03-10,2013-10-07,480
481,15,0,2,1,2,1,229,2013-03-09,2013-10-06,481
482,23,0,1,6,6,4,234,2013-04-09,2013-10-07,482
483,12,0,1,4,4,6,89,2013-04-08,2013-10-06,483
484,28,1,4,2,2,6,103,2013-05-09,2013-10-07,484
485,21,1,1,6,6,6,331,2012-08-12,2013-10-07,485
486,18,1,1,1,1,1,452,2013-02-08,2013-10-07,486
487,22,1,2,4,4,4,218,2013-04-09,2013-10-07,487
488,24,1,2,3,3,3,103,2013-01-08,2013-10-06,488
489,15,1,1,2,2,2,155,2013-03-10,2013-10-07,489
490,45,0,4,4,4,6,347,2013-04-09,2013-10-07,490
491,13,0,1,6,6,5,459,2013-04-09,2013-10-07,491
492,38,1,4,2,3,1,64,2013-03-09,2013-10-06,492
493,20,0,1,2,2,2,126,2012-05-14,2013-10-07,493
494,14,1,2,1,1,1,142,2013-05-09,2013-10-07,494
495,21,1,4,2,3,1,519,2012-09-11,2013-10-07,495
496,24,0,4,5,5,5,181,2013-03-10,2013-10-07,496
497,29,1,2,2,2,3,63,2013-04-07,2013-10-05,497
498,20,0,2,3,4,5,203,2010-12-21,2013-10-07,498
499,23,0,1,3,3,3,428,2013-02-08,2013-10-07,499
500,26,1,1,1,1,3,201,2013-02-08,2013-10-07,500
501,25,1,2,5,6,5,305,2013-04-08,2013-10-06,501
502,15,0,1,4,5,5,228,2013-01-09,2013-10-07,502
503,20,0,4,3,3,3,121,2010-06-24,2013-10-07,503
504,28,0,4,4,5,5,119,2013-03-10,2013-10-07,504
505,22,0,1,2,2,3,399,2013-03-10,2013-10-07,505
506,34,0,4,4,4,4,74,2013-02-07,2013-10-06,506
507,16,1,1,6,6,5,57,2013-04-08,2013-10-06,507
508,27,0,2,3,4,5,33,2013-03-06,2013-10-03,508
509,25,1,2,6,6,6,186,2013-04-09,2013-10-07,509
510,20,1,4,1,1,2,84,2013-03-10,2013-10-07,510
511,12,0,2,5,6,5,270,2013-04-09,2013-10-07,511
512,13,1,2,3,4,1,48,2013-03-06,2013-10-03,512
513,16,1,1,5,5,3,168,2013-03-10,2013-10-07,513
514,23,0,1,2,2,3,51,2013-03-08,2013-10-05,514
515,24,0,2,6,6,4,184,2011-02-19,2013-10-07,515
516,15,0,1,1,1,5,91,2012-03-11,2013-10-03,516
517,22,0,4,6,6,5,181,2012-12-10,2013-10-07,517
518,14,1,1,2,2,1,233,2013-04-09,2013-10-07,518
519,25,0,1,3,3,3,111,2013-04-08,2013-10-06,519
520,41,0,4,1,1,2,214,2013-04-09,2013-10-07,520
521,19,0,1,4,4,3,354,2011-10-17,2013-10-07,521
522,18,1,2,5,5,6,170,2013-02-08,2013-10-07,522
523,19,0,1,1,1,1,68,2012-06-12,2013-10-06,523
524,47,0,1,4,4,4,293,2013-04-09,2013-10-07,524
525,23,1,4,2,3,1,73,2013-04-09,2013-10-07,525
526,20,1,2,3,4,1,204,2011-03-20,2013-10-06,526
527,19,0,4,3,4,3,178,2012-08-12,2013-10-07,527
528,25,0,2,3,3,3,172,2013-04-09,2013-10-07,528
529,16,0,1,1,1,3,153,2013-03-10,2013-10-07,529
530,23,0,2,1,2,3,62,2013-06-08,2013-10-07,530
531,25,1,4,2,2,3,44,2013-03-10,2013-10-07,531
532,18,1,1,2,2,3,375,2013-04-09,2013-10-07,532
533,17,0,1,3,4,2,436,2013-02-07,2013-10-06,533
534,27,1,3,4,4,5,63,2013-04-08,2013-10-06,534
535,30,0,4,1,2,5,166,2013-03-10,2013-10-07,535
536,19,0,1,3,3,1,232,2012-09-11,2013-10-07,536
537,25,1,4,2,2,2,177,2013-03-09,2013-10-06,537
538,30,1,1,2,2,1,219,2013-04-08,2013-10-06,538
539,19,0,2,3,4,1,78,2012-08-11,2013-10-06,539
540,29,1,4,5,6,2,85,2013-04-08,2013-10-06,540
541,14,1,1,4,4,6,547,2013-03-10,2013-10-07,541
542,43,1,4,6,6,5,99,2013-04-08,2013-10-06,542
543,24,0,1,5,5,4,97,2013-02-08,2013-10-07,543
544,23,0,1,2,2,1,120,2013-05-09,2013-10-07,544
545,15,1,4,4,4,5,288,2013-04-09,2013-10-07,545
546,21,1,4,1,1,2,193,2011-07-19,2013-10-07,546
547,39,1,1,5,5,1,78,2013-05-09,2013-10-07,547
548,15,1,1,1,2,3,52,2013-04-09,2013-10-07,548
549,26,0,3,2,2,1,200,2013-03-10,2013-10-07,549
550,20,0,2,3,4,3,166,2012-05-14,2013-10-07,550
551,23,1,2,3,3,3,349,2013-03-10,2013-10-07,551
552,30,0,4,3,3,1,100,2013-04-07,2013-10-05,552
553,30,0,2,6,6,5,230,2013-02-08,2013-10-07,553
554,20,0,2,1,2,2,483,2011-01-20,2013-10-07,554
555,19,0,2,6,6,4,269,2012-02-14,2013-10-07,555
556,43,0,4,2,3,3,89,2013-03-09,2013-10-06,556
557,23,1,1,1,1,3,88,2013-01-09,2013-10-07,557
558,14,0,1,5,5,6,280,2013-03-10,2013-10-07,558
559,47,1,1,4,4,4,323,2013-04-09,2013-10-07,559
560,17,0,1,3,4,2,154,2013-03-10,2013-10-07,560
561,23,1,2,2,2,1,160,2010-11-21,2013-10-07,561
562,22,0,2,6,1,4,169,2010-01-25,2013-10-07,562
563,32,0,4,2,3,3,125,2013-04-08,2013-10-06,563
564,14,1,1,6,6,3,111,2013-02-08,2013-10-07,564
565,26,0,1,3,3,1,289,2013-06-08,2013-10-07,565
566,20,0,2,1,1,4,288,2012-07-13,2013-10-07,566
567,50,1,4,4,5,4,190,2013-03-07,2013-10-04,567
568,22,0,2,5,5,6,77,2013-02-07,2013-10-06,568
569,17,0,2,1,1,5,42,2013-03-10,2013-10-07,569
570,16,0,1,5,5,6,45,2010-09-22,2013-10-07,570
571,18,0,1,1,1,2,415,2013-01-09,2013-10-07,571
572,21,0,1,4,4,6,190,2010-11-21,2013-10-07,572
573,21,0,1,6,6,4,274,2012-02-14,2013-10-07,573
574,26,0,2,1,1,2,198,2013-03-10,2013-10-07,574
575,19,0,2,1,1,1,53,2012-04-13,2013-10-06,575
576,12,1,4,1,2,3,268,2013-05-09,2013-10-07,576
577,23,0,2,2,3,5,277,2013-03-10,2013-10-07,577
578,25,0,2,6,6,5,182,2013-03-10,2013-10-07,578
579,15,1,4,5,5,4,229,2013-04-08,2013-10-06,579
580,35,1,4,1,2,3,37,2013-04-08,2013-10-06,580
581,13,1,1,4,4,6,76,2013-04-09,2013-10-07,581
582,25,0,4,4,4,4,364,2013-04-08,2013-10-06,582
583,23,1,2,6,6,5,93,2013-02-07,2013-10-06,583
584,18,0,1,5,5,2,80,2013-04-09,2013-10-07,584
585,18,0,2,2,2,2,413,2012-12-10,2013-10-07,585
586,22,1,4,6,1,4,105,2010-06-24,2013-10-07,586
587,24,0,1,2,2,3,45,2013-04-09,2013-10-07,587
588,17,1,2,5,6,3,57,2013-01-08,2013-10-06,588
589,15,0,2,4,4,6,401,2009-10-27,2013-10-07,589
590,16,0,2,3,4,2,45,2013-05-08,2013-10-06,590
591,24,1,2,1,2,3,69,2013-04-09,2013-10-07,591
592,30,0,4,1,1,1,583,2013-05-09,2013-10-07,592
593,14,0,1,6,6,4,65,2013-02-07,2013-10-06,593
594,30,0,4,6,6,5,170,2013-04-09,2013-10-07,594
595,16,0,2,5,5,1,241,2013-04-09,2013-10-07,595
596,18,1,2,5,5,5,207,2012-04-14,2013-10-07,596
597,22,0,2,6,6,6,400,2013-01-08,2013-10-06,597
598,20,1,2,1,1,1,402,2010-08-23,2013-10-07,598
599,23,1,2,6,6,4,136,2013-03-08,2013-10-05,599
600,19,1,4,2,3,1,510,2012-10-11,2013-10-07,600
601,25,1,2,1,1,4,19,2012-04-12,2013-10-05,601
602,16,1,1,2,2,3,279,2013-04-09,2013-10-07,602
603,19,0,1,5,6,6,82,2010-06-24,2013-10-07,603
604,18,0,2,1,1,1,159,2012-06-13,2013-10-07,604
605,35,1,4,4,4,5,114,2013-04-09,2013-10-07,605
606,13,0,4,3,3,3,57,2013-06-08,2013-10-07,606
607,32,1,4,1,1,3,156,2013-02-08,2013-10-07,607
608,17,1,2,4,5,6,170,2012-10-09,2013-10-05,608
609,21,0,2,6,6,6,313,2011-07-19,2013-10-07,609
610,12,1,1,1,2,2,68,2013-03-09,2013-10-06,610
611,41,0,4,1,2,3,112,2013-03-10,2013-10-07,611
612,22,1,4,3,3,6,325,2012-02-14,2013-10-07,612
613,15,1,1,1,1,2,101,2013-04-08,2013-10-06,613
614,26,0,3,3,3,1,37,2013-04-09,2013-10-07,614
615,17,0,1,1,1,3,77,2013-03-09,2013-10-06,615
616,22,0,1,4,4,2,220,2012-11-10,2013-10-07,616
617,28,1,2,3,4,1,152,2013-03-10,2013-10-07,617
618,24,1,4,4,4,5,91,2011-02-18,2013-10-06,618
619,48,0,1,6,6,5,76,2013-04-08,2013-10-06,619
620,17,1,1,5,5,4,77,2012-10-11,2013-10-07,620
621,9,1,4,4,4,4,117,2013-04-07,2013-10-05,621
622,40,1,4,5,5,5,152,2013-03-09,2013-10-06,622
623,22,0,1,3,3,1,232,2013-03-10,2013-10-07,623
624,28,0,4,3,4,1,81,2013-03-09,2013-10-06,624
625,20,0,2,3,4,3,273,2010-12-20,2013-10-06,625
626,15,1,1,5,5,4,493,2013-03-10,2013-10-07,626
627,19,1,4,1,1,1,355,2011-11-16,2013-10-07,627
628,23,0,2,6,6,1,232,2013-04-09,2013-10-07,628
629,23,0,2,4,4,4,208,2012-11-10,2013-10-07,629
630,16,1,2,4,5,4,215,2013-02-07,2013-10-06,630
631,25,1,1,4,4,4,248,2013-03-10,2013-10-07,631
632,17,1,2,6,6,6,36,2013-01-09,2013-10-07,632
633,23,0,1,5,5,6,246,2013-03-10,2013-10-07,633
634,31,0,4,1,1,2,149,2013-04-09,2013-10-07,634
635,25,1,4,5,5,4,76,2013-04-08,2013-10-06,635
636,19,0,1,1,1,1,160,2010-06-23,2013-10-06,636
637,21,0,2,5,5,6,178,2013-01-09,2013-10-07,637
638,23,0,1,4,4,6,271,2013-03-10,2013-10-07,638
639,21,0,4,5,5,6,119,2012-11-10,2013-10-07,639
640,42,1,4,4,5,6,107,2013-05-05,2013-10-03,640
641,13,0,1,2,2,1,143,2013-04-08,2013-10-06,641
642,24,0,3,2,2,3,246,2013-02-08,2013-10-07,642
643,20,1,2,3,3,2,240,2012-06-13,2013-10-07,643
644,15,1,1,3,3,1,282,2011-09-17,2013-10-07,644
645,24,0,2,4,4,4,103,2013-03-10,2013-10-07,645
646,18,1,1,2,2,5,25,2011-10-16,2013-10-06,646
647,27,0,4,4,4,6,339,2013-04-09,2013-10-07,647
648,18,0,2,1,1,3,167,2012-11-10,2013-10-07,648
649,21,0,1,2,2,1,224,2011-09-17,2013-10-07,649
650,22,0,2,4,4,6,560,2013-01-09,2013-10-07,650
651,44,0,1,4,4,5,160,2013-04-09,2013-10-07,651
652,19,0,2,6,1,5,146,2011-07-19,2013-10-07,652
653,25,1,4,6,6,6,76,2013-04-08,2013-10-06,653
654,30,0,4,2,2,2,97,2013-04-08,2013-10-06,654
655,17,1,2,3,3,1,189,2012-10-11,2013-10-07,655
656,24,1,4,2,3,3,75,2013-04-08,2013-10-06,656
657,22,1,2,1,1,1,460,2012-12-10,2013-10-07,657
658,26,0,1,1,1,1,411,2013-03-10,2013-10-07,658
659,23,1,1,4,4,4,39,2013-01-09,2013-10-07,659
660,14,0,1,2,2,3,84,2013-02-08,2013-10-07,660
661,20,0,1,4,5,5,521,2010-01-25,2013-10-07,661
662,22,0,1,1,2,3,468,2012-12-10,2013-10-07,662
663,19,1,2,4,5,6,113,2010-03-25,2013-10-06,663
664,23,1,2,5,5,6,0,2011-10-26,2013-02-18,664
665,14,1,1,1,1,4,132,2013-02-08,2013-10-07,665
666,20,0,2,3,3,3,178,2010-02-24,2013-10-07,666
667,23,1,1,6,1,6,166,2013-01-09,2013-10-07,667
668,42,1,1,6,6,4,296,2013-03-09,2013-10-06,668
669,17,0,2,2,2,4,105,2013-04-09,2013-10-07,669
670,22,0,4,4,4,4,90,2013-02-07,2013-10-06,670
671,25,0,4,6,6,4,115,2013-03-10,2013-10-07,671
672,15,1,4,3,4,1,54,2013-03-09,2013-10-06,672
673,18,0,1,2,2,2,56,2013-03-09,2013-10-06,673
674,20,1,1,1,1,1,395,2010-11-20,2013-10-06,674
675,15,0,1,4,4,5,83,2013-02-08,2013-10-07,675
676,32,0,4,3,3,1,101,2013-04-09,2013-10-07,676
677,19,0,1,1,1,2,42,2011-08-17,2013-10-06,677
678,28,1,4,5,5,4,116,2013-04-07,2013-10-05,678
679,22,0,2,4,5,5,197,2010-04-25,2013-10-07,679
680,41,0,4,2,2,1,346,2013-04-09,2013-10-07,680
681,23,0,1,3,3,3,196,2013-03-10,2013-10-07,681
682,22,0,2,5,6,5,44,2013-03-10,2013-10-07,682
683,17,0,4,5,6,4,102,2013-03-10,2013-10-07,683
684,31,1,1,6,6,6,224,2013-03-10,2013-10-07,684
685,19,1,2,4,5,3,196,2012-12-10,2013-10-07,685
686,22,1,2,6,1,5,643,2012-12-09,2013-10-06,686
687,44,1,4,3,3,3,241,2013-04-08,2013-10-06,687
688,21,0,2,1,1,4,264,2013-04-09,2013-10-07,688
689,16,1,2,4,4,4,190,2013-02-08,2013-10-07,689
690,7,0,1,3,3,2,2379,2013-10-03,2013-10-07,690
691,20,1,1,4,4,4,243,2013-04-09,2013-10-07,691
692,20,0,1,5,6,5,561,2011-12-16,2013-10-07,692
693,22,0,1,2,2,1,87,2012-06-13,2013-10-07,693
694,18,1,1,3,3,2,112,2012-04-13,2013-10-06,694
695,21,1,4,6,6,6,208,2013-04-09,2013-10-07,695
696,22,1,1,6,6,5,251,2013-05-09,2013-10-07,696
697,20,1,4,1,1,5,285,2010-03-26,2013-10-07,697
698,28,0,2,3,4,2,311,2013-04-09,2013-10-07,698
699,20,0,1,3,3,1,288,2013-05-09,2013-10-07,699
700,26,1,1,5,6,5,263,2013-03-09,2013-10-06,700
701,20,1,2,6,6,5,216,2012-10-11,2013-10-07,701
702,24,1,2,4,5,6,93,2013-02-08,2013-10-07,702
703,26,1,1,2,3,2,61,2013-02-08,2013-10-07,703
704,18,0,2,2,3,2,114,2013-04-09,2013-10-07,704
705,14,1,1,1,2,3,163,2013-04-09,2013-10-07,705
706,20,0,1,5,5,6,183,2010-07-23,2013-10-06,706
707,39,1,4,4,4,1,132,2013-05-09,2013-10-07,707
708,39,1,4,1,1,3,196,2013-03-08,2013-10-05,708
709,18,1,1,4,5,5,99,2013-03-10,2013-10-07,709
710,19,0,1,2,3,2,223,2013-01-09,2013-10-07,710
711,10,0,1,5,5,3,18,2013-04-04,2013-10-02,711
712,26,1,2,3,3,5,134,2013-04-09,2013-10-07,712
713,15,1,1,2,2,5,355,2013-02-08,2013-10-07,713
714,21,1,2,3,4,1,401,2010-11-21,2013-10-07,714
715,37,0,4,2,2,3,135,2013-03-09,2013-10-06,715
716,20,0,2,1,1,1,74,2013-03-08,2013-10-05,716
717,16,1,1,5,5,4,135,2013-02-08,2013-10-07,717
718,15,1,1,5,5,4,30,2013-03-10,2013-10-07,718
719,21,1,4,1,1,6,78,2012-12-09,2013-10-06,719
720,21,1,1,5,5,4,382,2013-04-09,2013-10-07,720
721,44,1,4,2,3,2,64,2013-03-08,2013-10-05,721
722,19,1,2,5,6,4,94,2011-09-16,2013-10-06,722
723,25,1,2,3,3,2,276,2013-04-09,2013-10-07,723
724,29,0,4,1,1,2,105,2013-03-10,2013-10-07,724
725,21,1,2,2,2,3,280,2011-05-20,2013-10-07,725
726,25,1,1,5,6,4,43,2013-02-07,2013-10-06,726
727,45,0,4,3,3,3,88,2013-03-10,2013-10-07,727
728,42,1,4,2,2,3,75,2013-04-03,2013-10-01,728
729,22,0,2,4,4,5,564,2012-06-13,2013-10-07,729
730,20,0,1,1,1,1,215,2013-03-10,2013-10-07,730
731,24,0,1,5,6,5,294,2013-03-10,2013-10-07,731
732,20,1,2,6,6,5,123,2012-04-14,2013-10-07,732
733,45,0,4,5,5,4,95,2013-02-05,2013-10-04,733
734,22,1,2,5,5,5,420,2013-03-10,2013-10-07,734
735,30,1,2,4,4,1,65,2013-05-09,2013-10-07,735
736,22,1,2,1,2,3,177,2012-12-09,2013-10-06,736
737,22,1,2,6,6,4,441,2010-01-25,2013-10-07,737
738,27,0,1,5,5,5,187,2013-03-10,2013-10-07,738
739,47,1,4,6,6,5,229,2013-04-09,2013-10-07,739
740,16,1,2,4,5,6,95,2013-02-08,2013-10-07,740
741,22,1,4,5,5,2,194,2013-01-09,2013-10-07,741
742,36,1,4,2,2,3,22,2013-05-09,2013-10-07,742
743,20,1,2,4,4,3,1025,2013-04-09,2013-10-07,743
744,26,1,3,5,5,6,124,2013-04-08,2013-10-06,744
745,18,0,2,3,4,3,547,2012-02-14,2013-10-07,745
746,12,1,1,2,2,1,197,2013-04-09,2013-10-07,746
747,47,0,4,1,2,1,277,2013-04-09,2013-10-07,747
748,25,1,1,4,4,5,240,2013-04-09,2013-10-07,748
749,23,0,4,5,5,4,126,2013-04-09,2013-10-07,749
750,21,0,2,2,3,6,231,2012-01-15,2013-10-07,750
751,20,1,2,4,4,5,209,2012-02-13,2013-10-06,751
752,47,1,4,3,3,3,234,2013-04-09,2013-10-07,752
753,10,1,4,6,1,4,204,2013-05-09,2013-10-07,753
754,28,0,1,6,6,5,186,2013-04-09,2013-10-07,754
755,41,0,4,3,3,1,116,2013-03-09,2013-10-06,755
756,16,1,2,3,3,2,0,2012-12-20,2013-07-19,756
757,12,0,2,4,4,2,42,2013-04-09,2013-10-07,757
758,21,0,2,4,4,5,309,2011-08-18,2013-10-07,758
759,40,1,1,4,4,4,211,2013-04-09,2013-10-07,759
760,20,0,1,4,4,5,346,2012-08-12,2013-10-07,760
761,47,1,1,6,6,4,67,2013-04-08,2013-10-06,761
762,24,0,1,5,5,3,238,2012-11-10,2013-10-07,762
763,10,1,2,6,6,4,90,2013-03-10,2013-10-07,763
764,20,1,2,6,6,3,584,2013-04-09,2013-10-07,764
765,19,1,1,6,6,4,383,2011-10-16,2013-10-06,765
766,22,1,1,3,3,4,297,2011-12-16,2013-10-07,766
767,27,0,1,3,3,2,111,2013-04-08,2013-10-06,767
768,18,1,2,2,3,1,96,2012-11-10,2013-10-07,768
769,19,0,1,4,4,2,218,2011-02-19,2013-10-07,769
770,26,1,1,3,3,2,411,2013-05-09,2013-10-07,770
771,29,0,1,4,4,6,209,2013-05-09,2013-10-07,771
772,21,0,2,2,3,1,98,2012-07-11,2013-10-05,772
773,23,0,1,4,4,5,88,2013-03-10,2013-10-07,773
774,19,0,1,1,1,4,178,2012-07-13,2013-10-07,774
775,20,0,1,4,4,6,207,2012-11-10,2013-10-07,775
776,28,1,1,1,1,3,89,2013-04-09,2013-10-07,776
777,24,1,4,2,2,2,79,2012-07-12,2013-10-06,777
778,25,1,1,2,2,2,182,2013-02-07,2013-10-06,778
779,23,1,2,1,1,4,150,2013-02-08,2013-10-07,779
780,19,0,1,2,2,3,170,2012-07-13,2013-10-07,780
781,12,0,1,2,2,3,235,2013-04-09,2013-10-07,781
782,15,0,1,5,5,5,140,2013-04-08,2013-10-06,782
783,22,1,2,6,6,4,355,2011-05-20,2013-10-07,783
784,21,1,2,3,3,3,216,2013-03-10,2013-10-07,784
785,23,1,1,5,5,5,91,2013-01-09,2013-10-07,785
786,19,0,4,3,4,1,79,2013-04-06,2013-10-04,786
787,15,0,1,3,4,1,20,2013-04-09,2013-10-07,787
788,21,0,2,1,1,3,282,2010-10-22,2013-10-07,788
789,26,1,3,6,6,5,62,2013-04-09,2013-10-07,789
790,23,1,2,4,4,2,224,2012-04-14,2013-10-07,790
791,24,0,2,4,5,6,21,2010-06-24,2013-10-07,791
792,36,0,4,1,2,5,139,2013-04-08,2013-10-06,792
793,19,0,1,5,6,5,109,2013-03-09,2013-10-06,793
794,16,0,1,3,3,2,94,2011-02-19,2013-10-07,794
795,21,1,4,4,5,5,85,2012-11-09,2013-10-06,795
796,17,1,1,4,5,5,29,2011-09-15,2013-10-05,796
797,22,0,1,2,2,2,257,2013-03-10,2013-10-07,797
798,19,0,4,4,4,1,394,2012-12-10,2013-10-07,798
799,21,1,1,3,4,3,79,2013-03-10,2013-10-07,799
800,23,0,1,5,5,4,129,2013-03-10,2013-10-07,800
801,48,0,4,2,3,1,257,2013-05-08,2013-10-06,801
802,8,1,1,3,3,4,129,2013-05-09,2013-10-07,802
803,16,1,2,2,3,3,165,2013-03-10,2013-10-07,803
804,15,0,1,2,2,2,174,2013-01-09,2013-10-07,804
805,16,0,2,2,2,2,139,2013-04-09,2013-10-07,805
806,27,1,2,6,6,3,119,2013-04-08,2013-10-06,806
807,22,0,2,1,1,1,160,2012-12-09,2013-10-06,807
808,31,1,1,4,4,5,202,2013-03-10,2013-10-07,808
809,20,0,1,3,4,3,215,2013-02-06,2013-10-05,809
810,31,1,4,3,3,5,260,2013-04-09,2013-10-07,810
811,48,1,1,1,1,2,282,2013-04-09,2013-10-07,811
812,17,1,1,2,2,1,35,2013-03-09,2013-10-06,812
813,26,1,2,4,5,5,295,2013-04-09,2013-10-07,813
814,18,0,2,4,4,6,256,2010-05-25,2013-10-07,814
815,27,1,2,1,1,1,20,2013-03-09,2013-10-06,815
816,15,1,1,5,5,4,311,2013-04-09,2013-10-07,816
817,27,1,1,3,3,3,86,2013-03-08,2013-10-05,817
818,13,0,1,1,1,2,118,2013-05-09,2013-10-07,818
819,16,0,1,4,5,6,56,2013-02-07,2013-10-06,819
820,17,0,1,2,3,2,206,2013-02-07,2013-10-06,820
821,48,1,4,2,2,1,49,2013-04-04,2013-10-02,821
822,40,0,4,2,3,1,141,2013-04-08,2013-10-06,822
823,17,0,1,1,1,1,90,2013-02-08,2013-10-07,823
824,25,1,4,5,5,5,103,2013-04-09,2013-10-07,824
825,14,0,1,4,4,6,109,2013-03-08,2013-10-05,825
826,23,1,1,1,2,4,395,2013-03-10,2013-10-07,826
827,29,1,1,1,1,1,176,2013-03-10,2013-10-07,827
828,38,1,4,2,2,5,232,2013-04-09,2013-10-07,828
829,23,0,1,4,4,2,137,2012-10-10,2013-10-06,829
830,24,1,4,2,2,2,75,2010-07-23,2013-10-06,830
831,27,0,4,1,1,1,76,2012-11-09,2013-10-06,831
832,23,1,4,6,1,5,64,2013-01-09,2013-10-07,832
833,26,0,1,2,2,3,24,2013-03-09,2013-10-06,833
834,20,0,1,2,2,3,67,2012-10-11,2013-10-07,834
835,43,1,4,6,6,6,138,2013-03-10,2013-10-07,835
836,22,0,4,6,6,4,145,2012-07-13,2013-10-07,836
837,29,0,4,1,1,3,71,2013-03-10,2013-10-07,837
838,30,0,4,1,1,3,127,2013-02-08,2013-10-07,838
839,47,1,4,3,3,2,34,2013-05-09,2013-10-07,839
840,17,1,4,3,4,2,142,2013-03-09,2013-10-06,840
841,25,0,2,5,5,5,229,2012-12-10,2013-10-07,841
842,49,0,1,6,1,4,71,2013-03-10,2013-10-07,842
843,13,0,1,1,1,2,165,2013-05-08,2013-10-06,843
844,17,0,2,4,4,5,158,2013-03-10,2013-10-07,844
845,37,1,4,1,1,1,138,2013-04-08,2013-10-06,845
846,14,1,2,1,2,3,204,2013-04-09,2013-10-07,846
847,19,0,1,2,3,6,348,2011-03-21,2013-10-07,847
848,18,1,4,1,1,3,260,2012-05-13,2013-10-06,848
849,24,0,1,4,5,5,181,2013-04-09,2013-10-07,849
850,18,0,4,6,6,6,239,2013-03-10,2013-10-07,850
851,30,1,1,3,3,1,85,2013-04-08,2013-10-06,851
852,21,0,1,4,4,5,293,2012-07-13,2013-10-07,852
853,22,1,2,2,2,3,250,2013-01-09,2013-10-07,853
854,16,0,1,4,5,6,195,2013-03-10,2013-10-07,854
855,23,0,2,6,1,1,63,2013-04-08,2013-10-06,855
856,19,1,2,2,2,6,216,2013-04-09,2013-10-07,856
857,27,0,4,1,1,1,146,2013-04-09,2013-10-07,857
858,24,0,1,5,5,6,281,2013-03-10,2013-10-07,858
859,15,0,1,6,6,1,158,2012-07-13,2013-10-07,859
860,19,1,2,5,6,6,160,2011-12-16,2013-10-07,860
861,23,0,2,5,5,6,188,2011-10-15,2013-10-05,861
862,40,1,4,6,1,5,349,2013-04-09,2013-10-07,862
863,19,0,2,2,2,4,131,2012-04-14,2013-10-07,863
864,17,1,1,3,3,1,1915,2013-10-04,2013-10-07,864
865,19,1,1,4,5,6,380,2012-09-11,2013-10-07,865
866,20,0,2,5,5,4,421,2012-06-13,2013-10-07,866
867,44,0,4,3,3,3,165,2013-05-09,2013-10-07,867
868,8,1,1,2,3,2,41,2013-04-03,2013-10-01,868
869,16,0,1,1,1,1,170,2013-04-09,2013-10-07,869
870,23,1,2,6,6,5,280,2013-02-08,2013-10-07,870
871,20,0,1,4,5,1,192,2013-03-10,2013-10-07,871
